Year,Province,Regency/City,Plastic per day (ton),Plastic per year (ton)
2021,Jawa Timur,Kota Surabaya,258.07179779999996,94195.98468359999
2021,Jawa Timur,Kota Batu,4.5768,1670.4988
2022,Jawa Timur,Kab. Pacitan,100.6845,36749.986
2022,Jawa Timur,Kab. Ponorogo,83.694226,30548.072896000005
2022,Jawa Timur,Kab. Trenggalek,35.496776000000004,12956.153588000001
2022,Jawa Timur,Kab. Tulungagung,69.22875,25268.6075
2022,Jawa Timur,Kab. Kediri,74.392656,27153.31944
2022,Jawa Timur,Kab. Malang,146.58603399999998,53503.710134
2022,Jawa Timur,Kab. Lumajang,93.36278000000001,34077.409360000005
2022,Jawa Timur,Kab. Jember,304.407,111108.72899999999
2022,Jawa Timur,Kab. Banyuwangi,132.1970708888889,48252.14202333334
2022,Jawa Timur,Kab. Situbondo,61.7376,22534.015199999998
2022,Jawa Timur,Kab. Mojokerto,97.16641200000001,35465.573927
2022,Jawa Timur,Kab. Jombang,66.29625,24197.93
2022,Jawa Timur,Kab. Nganjuk,54.627990000000004,19939.25202
2022,Jawa Timur,Kab. Magetan,41.3625,15097.180499999999
2022,Jawa Timur,Kab. Ngawi,109.56942,39993.04638
2022,Jawa Timur,Kab. Bojonegoro,26.3263,9608.9952
2022,Jawa Timur,Kab. Tuban,55.685162,20325.218574
2022,Jawa Timur,Kab. Gresik,45.316013999999996,16540.342794
2022,Jawa Timur,Kab. Sampang,69.6615,25426.6935
2022,Jawa Timur,Kab. Pamekasan,36.023,13148.2715
2022,Jawa Timur,Kab. Sumenep,58.827704666666676,21471.87019422222
2022,Jawa Timur,Kota Kediri,21.430799999999998,7822.043999999999
2022,Jawa Timur,Kota Blitar,6.91418,2523.6757
2022,Jawa Timur,Kota Malang,104.47031399999999,38131.667342
2022,Jawa Timur,Kota Probolinggo,18.742164,6841.227435
2022,Jawa Timur,Kota Pasuruan,50.50831800000001,18435.518775
2022,Jawa Timur,Kota Mojokerto,8.999394999999998,3284.534385
2022,Jawa Timur,Kota Madiun,4.846,1768.7920000000001
2022,Jawa Timur,Kota Surabaya,289.7092693333334,105743.91903955558
2022,Jawa Timur,Kota Batu,5.409199999999999,1974.3784
2019,Kalimantan Barat,Kab. Sambas,67.9,24783.2725
2019,Kalimantan Barat,Kab. Mempawah,14.054,5130.040000000001
2019,Kalimantan Barat,Kab. Sanggau,61.1380044,22315.5614352
2019,Kalimantan Barat,Kab. Ketapang,107.0412,39069.807
2019,Kalimantan Barat,Kab. Kapuas Hulu,48.71832,17782.660656
2019,Kalimantan Barat,Kab. Bengkayang,26.4824736,9666.2536872
2019,Kalimantan Barat,Kota Pontianak,22.8342,8334.426
2020,Kalimantan Barat,Kab. Sambas,68.6175,25045.57
2020,Kalimantan Barat,Kab. Mempawah,14.382,5249.700000000001
2020,Kalimantan Barat,Kab. Sanggau,16.94983,6186.75256
2020,Kalimantan Barat,Kab. Ketapang,108.74220000000001,39691.591799999995
2020,Kalimantan Barat,Kab. Melawi,21.747851999999998,7937.661797999999
2020,Kalimantan Barat,Kota Pontianak,23.1492,8449.401
2020,Kalimantan Barat,Kota Singkawang,44.412727999999994,16210.288818
2021,Kalimantan Barat,Kab. Sambas,69.345,25311.0625
2021,Kalimantan Barat,Kab. Mempawah,13.19952,4817.56158
2021,Kalimantan Barat,Kab. Sanggau,17.211109999999998,6282.029589999999
2021,Kalimantan Barat,Kab. Melawi,13.422615,4899.113235
2021,Kalimantan Barat,Kota Pontianak,63.60615000000001,23216.525625000002
2021,Kalimantan Barat,Kota Singkawang,18.863565,6885.31839
2022,Kalimantan Barat,Kab. Sambas,79.53,29028.0
2022,Kalimantan Barat,Kab. Mempawah,11.26002,4109.7331
2022,Kalimantan Barat,Kab. Sanggau,46.040487000000006,16804.9143015
2022,Kalimantan Barat,Kab. Kapuas Hulu,38.159046000000004,13927.582422
2022,Kalimantan Barat,Kota Pontianak,75.10805700000002,27414.1808055
2022,Kalimantan Barat,Kota Singkawang,7.32966,2675.23854
2019,Kalimantan Selatan,Kab. Tanah Laut,53.50800000000001,19530.888000000003
2019,Kalimantan Selatan,Kab. Kotabaru,19.3032,7045.872400000001
2019,Kalimantan Selatan,Kab. Barito Kuala,8.94446,3264.8856800000003
2019,Kalimantan Selatan,Kab. Tapin,24.487560000000002,8938.5285
2019,Kalimantan Selatan,Kab. Hulu Sungai Selatan,23.59071,8610.535635
2019,Kalimantan Selatan,Kab. Hulu Sungai Tengah,32.663036000000005,11921.874908000002
2019,Kalimantan Selatan,Kab. Hulu Sungai Utara,11.829212,4317.879555
2019,Kalimantan Selatan,Kab. Tanah Bumbu,21.06936,7690.466159999999
2019,Kalimantan Selatan,Kab. Balangan,7.4890799999999995,2733.3068799999996
2019,Kalimantan Selatan,Kota Banjarmasin,74.89902,27338.37333
2019,Kalimantan Selatan,Kota Banjarbaru,21.5163,7853.589900000001
2020,Kalimantan Selatan,Kab. Barito Kuala,11.171999999999999,4077.7751999999996
2020,Kalimantan Selatan,Kab. Tapin,25.654539999999997,9364.003959999998
2020,Kalimantan Selatan,Kab. Hulu Sungai Selatan,23.874630000000003,8713.831815
2020,Kalimantan Selatan,Kab. Hulu Sungai Tengah,28.50998,10406.372555999998
2020,Kalimantan Selatan,Kab. Hulu Sungai Utara,11.995505999999999,4378.341075
2020,Kalimantan Selatan,Kab. Tabalong,23.65383,8633.437629999999
2020,Kalimantan Selatan,Kab. Balangan,8.22464,3002.220936
2020,Kalimantan Selatan,Kota Banjarmasin,63.339200000000005,23118.957409000002
2020,Kalimantan Selatan,Kota Banjarbaru,31.424832,11470.268736
2021,Kalimantan Selatan,Kab. Tanah Laut,19.843600000000002,7242.709600000001
2021,Kalimantan Selatan,Kab. Kotabaru,14.3275,5229.4891
2021,Kalimantan Selatan,Kab. Banjar,77.651818,28342.894521818176
2021,Kalimantan Selatan,Kab. Barito Kuala,11.395199999999999,4159.2047999999995
2021,Kalimantan Selatan,Kab. Tapin,26.883659999999995,9812.632759999999
2021,Kalimantan Selatan,Kab. Hulu Sungai Selatan,24.338535,8883.38022
2021,Kalimantan Selatan,Kab. Hulu Sungai Tengah,25.779358999999996,9409.321557
2021,Kalimantan Selatan,Kab. Hulu Sungai Utara,13.319748,4861.68735
2021,Kalimantan Selatan,Kab. Tabalong,24.316799999999997,8875.8072
2021,Kalimantan Selatan,Kab. Tanah Bumbu,31.305686818181815,11426.297585181817
2021,Kalimantan Selatan,Kab. Balangan,8.1872,2988.4712759999998
2021,Kalimantan Selatan,Kota Banjarmasin,64.673665,23606.116308000004
2021,Kalimantan Selatan,Kota Banjarbaru,39.03627,14248.48266
2022,Kalimantan Selatan,Kab. Tanah Laut,29.142309714285712,10636.793166285714
2022,Kalimantan Selatan,Kab. Kotabaru,41.86182,15279.15081
2022,Kalimantan Selatan,Kab. Banjar,83.86883257142857,30611.81181085714
2022,Kalimantan Selatan,Kab. Barito Kuala,11.5656,4221.5796
2022,Kalimantan Selatan,Kab. Tapin,16.856302857142854,6152.610084
2022,Kalimantan Selatan,Kab. Hulu Sungai Selatan,24.536265,8956.18035
2022,Kalimantan Selatan,Kab. Hulu Sungai Tengah,21.414279999999998,7816.331282285714
2022,Kalimantan Selatan,Kab. Tabalong,24.6624,9001.881599999999
2022,Kalimantan Selatan,Kab. Tanah Bumbu,20.46966,7471.448040000001
2022,Kalimantan Selatan,Kab. Balangan,8.241294,3008.24775
2022,Kalimantan Selatan,Kota Banjarbaru,59.45283,21700.286185000004
2019,Kalimantan Tengah,Kab. Kotawaringin Barat,18.2445,6659.3955
2019,Kalimantan Tengah,Kab. Kotawaringin Timur,51.051148,18633.36512
2019,Kalimantan Tengah,Kab. Kapuas,24.05565,8780.362200000001
2019,Kalimantan Tengah,Kab. Barito Utara,10.458,3816.8199999999997
2019,Kalimantan Tengah,Kab. Katingan,6.3368459999999995,2312.88426
2019,Kalimantan Tengah,Kab. Sukamara,5.0894415,1857.4148092500002
2019,Kalimantan Tengah,Kab. Pulang Pisau,15.972627999999998,5829.918752
2019,Kalimantan Tengah,Kab. Barito Timur,17.7625,6483.259999999999
2019,Kalimantan Tengah,Kota Palangkaraya,20.965880000000002,7652.710649999999
2020,Kalimantan Tengah,Kab. Kotawaringin Barat,15.0192,5482.2012
2020,Kalimantan Tengah,Kab. Kotawaringin Timur,52.224202,19061.918822
2020,Kalimantan Tengah,Kab. Kapuas,24.9372,9102.0348
2020,Kalimantan Tengah,Kab. Barito Utara,10.458,3816.8199999999997
2020,Kalimantan Tengah,Kab. Katingan,6.513228,2377.441506
2020,Kalimantan Tengah,Kab. Sukamara,5.032652625,1836.6629709999997
2020,Kalimantan Tengah,Kab. Pulang Pisau,16.291779,5946.4993349999995
2020,Kalimantan Tengah,Kab. Barito Timur,16.7573,6116.6291
2020,Kalimantan Tengah,Kota Palangkaraya,21.806142,7959.214578
2021,Kalimantan Tengah,Kab. Kapuas,41.04,14979.6
2021,Kalimantan Tengah,Kab. Barito Utara,12.674,4625.9220000000005
2021,Kalimantan Tengah,Kab. Seruyan,20.365,7432.77
2021,Kalimantan Tengah,Kab. Gunung Mas,50.775,18532.875
2021,Kalimantan Tengah,Kab. Pulang Pisau,17.005471,6206.813465999999
2021,Kalimantan Tengah,Kab. Barito Timur,17.2087,6281.771199999999
2021,Kalimantan Tengah,Kota Palangkaraya,28.829607999999997,10522.699724999999
2022,Kalimantan Tengah,Kab. Kapuas,53.59552275000001,19561.904843250002
2022,Kalimantan Tengah,Kab. Barito Selatan,0.6696,244.39669999999998
2022,Kalimantan Tengah,Kab. Barito Utara,12.386000000000001,4520.774
2022,Kalimantan Tengah,Kab. Seruyan,20.5475,7499.8375
2022,Kalimantan Tengah,Kab. Gunung Mas,50.765,18529.18
2022,Kalimantan Tengah,Kab. Pulang Pisau,17.173841999999997,6268.864462
2022,Kalimantan Tengah,Kab. Murung Raya,13.9325,5084.9525
2022,Kalimantan Tengah,Kab. Barito Timur,17.0274,6215.3784
2022,Kalimantan Tengah,Kota Palangkaraya,29.607259,10806.826894
2019,Kalimantan Timur,Kab. Paser,15.632803999999998,5705.794775999999
2019,Kalimantan Timur,Kab. Kutai Kartanegara,16.335438,5962.515042
2019,Kalimantan Timur,Kab. Berau,42.817871999999994,15628.067996
2019,Kalimantan Timur,Kab. Kutai Timur,52.9825,19338.795
2019,Kalimantan Timur,Kab. Penajam Paser Utara,20.5029,7483.471100000001
2019,Kalimantan Timur,Kota Balikpapan,33.02064000000001,12052.654560000003
2019,Kalimantan Timur,Kota Samarinda,121.57706,44375.451779999996
2019,Kalimantan Timur,Kota Bontang,20.342,7424.544000000001
2020,Kalimantan Timur,Kab. Paser,14.808948,5405.386052
2020,Kalimantan Timur,Kab. Kutai Kartanegara,16.627830000000003,6069.169739999999
2020,Kalimantan Timur,Kab. Penajam Paser Utara,32.601207,11899.169102000002
2020,Kalimantan Timur,Kota Balikpapan,34.69104,12662.298
2020,Kalimantan Timur,Kota Samarinda,123.53123999999998,45089.20707
2020,Kalimantan Timur,Kota Bontang,18.6264,6798.572999999999
2021,Kalimantan Timur,Kab. Paser,15.725556000000001,5739.827939999999
2021,Kalimantan Timur,Kab. Kutai Kartanegara,17.495574,6385.741458
2021,Kalimantan Timur,Kab. Kutai Timur,46.6884,17041.5476
2021,Kalimantan Timur,Kab. Penajam Paser Utara,27.595733000000003,10072.552915999999
2021,Kalimantan Timur,Kota Balikpapan,35.79912,13066.549920000001
2021,Kalimantan Timur,Kota Samarinda,115.78814999999999,42262.96528999999
2021,Kalimantan Timur,Kota Bontang,18.6876,6820.9794
2022,Kalimantan Timur,Kab. Paser,16.181131999999998,5906.252308
2022,Kalimantan Timur,Kab. Kutai Kartanegara,24.662322,9001.64535
2022,Kalimantan Timur,Kab. Berau,36.115668,13182.557636
2022,Kalimantan Timur,Kab. Kutai Barat,13.728017777777778,5011.011837777778
2022,Kalimantan Timur,Kab. Kutai Timur,48.9463,17865.1051
2022,Kalimantan Timur,Kab. Penajam Paser Utara,28.630834000000004,10450.636234000001
2022,Kalimantan Timur,Kab. Mahakam Ulu,4.59,1675.392
2022,Kalimantan Timur,Kota Balikpapan,37.06056,13527.002160000002
2022,Kalimantan Timur,Kota Samarinda,116.86274999999999,42655.23011
2022,Kalimantan Timur,Kota Bontang,18.763199999999998,6848.352
2019,Kalimantan Utara,Kab. Nunukan,9.40182,3431.4449099999997
2019,Kalimantan Utara,Kota Tarakan,26.231000000000005,9574.2504
2020,Kalimantan Utara,Kab. Nunukan,9.80013,3577.2881399999997
2020,Kalimantan Utara,Kota Tarakan,29.772100000000002,10867.088500000002
2021,Kalimantan Utara,Kab. Nunukan,8.90553,3250.43325
2021,Kalimantan Utara,Kab. Tana Tidung,2.82012,1029.4055700000001
2022,Kalimantan Utara,Kab. Nunukan,9.09084,3317.86053
2022,Kalimantan Utara,Kab. Tana Tidung,3.0224699999999998,1102.89057
2019,Kepulauan Bangka Belitung,Kab. Bangka,23.9955,8758.523116
2019,Kepulauan Bangka Belitung,Kab. Bangka Selatan,14.927198,5448.273974000001
2019,Kepulauan Bangka Belitung,Kab. Bangka Tengah,11.796,4305.692999999999
2019,Kepulauan Bangka Belitung,Kota Pangkal Pinang,24.79162,9048.717552
2020,Kepulauan Bangka Belitung,Kab. Bangka,24.206284,8835.485624
2020,Kepulauan Bangka Belitung,Kab. Belitung,0.42594,155.46546
2020,Kepulauan Bangka Belitung,Kab. Bangka Tengah,11.9835,4374.021
2020,Kepulauan Bangka Belitung,Kab. Bangka Barat,8.7610805,3197.8912265
2020,Kepulauan Bangka Belitung,Kab. Belitung Timur,5.5542235,2027.3399995
2020,Kepulauan Bangka Belitung,Kota Pangkal Pinang,14.575680000000002,5319.95136
2021,Kepulauan Bangka Belitung,Kab. Bangka,22.147546999999996,8083.606893
2021,Kepulauan Bangka Belitung,Kab. Belitung,21.807,7959.993
2021,Kepulauan Bangka Belitung,Kab. Bangka Selatan,9.623612999999999,3512.618745
2021,Kepulauan Bangka Belitung,Kab. Bangka Tengah,11.688480000000002,4266.2952000000005
2021,Kepulauan Bangka Belitung,Kota Pangkal Pinang,21.6,7883.9163
2022,Kepulauan Bangka Belitung,Kab. Bangka,22.695678,8283.773134
2022,Kepulauan Bangka Belitung,Kab. Belitung,46.367999999999995,16924.685400000002
2022,Kepulauan Bangka Belitung,Kab. Bangka Tengah,11.77748,4298.738730000001
2022,Kepulauan Bangka Belitung,Kab. Belitung Timur,8.656400000000001,3159.4874000000004
2019,Kepulauan Riau,Kab. Bintan,7.233299999999999,2640.1798799999997
2019,Kepulauan Riau,Kab. Karimun,41.2096,15041.306599999998
2019,Kepulauan Riau,Kab. Natuna,5.80032,2117.2808880000002
2019,Kepulauan Riau,Kab. Lingga,3.4918400000000003,1274.68544
2019,Kepulauan Riau,Kab. Kepulauan Anambas,2.4288840000000005,886.452984
2019,Kepulauan Riau,Kota Batam,253.15410000000003,92401.1629
2019,Kepulauan Riau,Kota Tanjung Pinang,37.3178,13620.789
2020,Kepulauan Riau,Kab. Bintan,6.62408,2417.9566
2020,Kepulauan Riau,Kab. Karimun,43.413999999999994,15845.99485
2020,Kepulauan Riau,Kab. Natuna,5.673708,2071.020028
2020,Kepulauan Riau,Kab. Lingga,2.8386599999999995,1036.0701
2020,Kepulauan Riau,Kab. Kepulauan Anambas,2.346736,856.8319399999999
2020,Kepulauan Riau,Kota Batam,159.12120000000002,58079.0442
2020,Kepulauan Riau,Kota Tanjung Pinang,36.995,13503.2625
2021,Kepulauan Riau,Kab. Bintan,7.796600000000001,2845.6988
2021,Kepulauan Riau,Kab. Karimun,44.496900000000004,16241.047550000001
2021,Kepulauan Riau,Kota Tanjung Pinang,29.200325,10658.0166
2022,Kepulauan Riau,Kab. Bintan,9.170879999999999,3347.2219599999994
2022,Kepulauan Riau,Kab. Karimun,45.648399999999995,16662.0139
2022,Kepulauan Riau,Kab. Natuna,5.8219933333333325,2124.928773333333
2022,Kepulauan Riau,Kab. Lingga,2.89986,1058.4080999999999
2022,Kepulauan Riau,Kab. Kepulauan Anambas,2.2483999999999997,820.6659999999998
2022,Kepulauan Riau,Kota Batam,192.94848999999996,70426.29253333333
2022,Kepulauan Riau,Kota Tanjung Pinang,26.556669999999997,9692.879653333332
2019,Lampung,Kab. Lampung Barat,42.448,15493.212
2019,Lampung,Kab. Way Kanan,0.162495,59.311989000000004
2019,Lampung,Kab. Pringsewu,31.778,11598.794000000002
2019,Lampung,Kota Bandar Lampung,205.044,74840.514
2019,Lampung,Kota Metro,24.674157,9006.173212999998
2020,Lampung,Kab. Lampung Barat,42.966,15682.079
2020,Lampung,Kab. Way Kanan,0.23025599999999996,84.04378799999999
2020,Lampung,Kab. Pesawaran,35.87200000000001,13093.572
2020,Lampung,Kota Bandar Lampung,131.88156,48136.953839999995
2020,Lampung,Kota Metro,24.830612,9062.785853
2021,Lampung,Kab. Lampung Tengah,227.1216,82899.77279999999
2021,Lampung,Kab. Tanggamus,41.32464,15083.591040000001
2021,Lampung,Kab. Way Kanan,0.153504,56.02919200000001
2021,Lampung,Kab. Pringsewu,9.7638,3563.7696
2021,Lampung,Kota Bandar Lampung,134.01828,48916.4721
2021,Lampung,Kota Metro,25.001509000000002,9125.620588
2022,Lampung,Kab. Lampung Tengah,106.3728,38825.939999999995
2022,Lampung,Kab. Tanggamus,76.7802,28024.9935
2022,Lampung,Kab. Way Kanan,15.361600000000001,5606.8904
2022,Lampung,Kab. Pringsewu,32.546,11879.232000000002
2022,Lampung,Kab. Tulang Bawang Barat,21.842783833333332,7972.392882666667
2022,Lampung,Kota Bandar Lampung,136.84404,49948.013699999996
2022,Lampung,Kota Metro,25.141115,9176.858397
2019,Maluku,Kab. Maluku Tenggara,3.486,1272.2752000000003
2019,Maluku,Kab. Buru Selatan,9.4953,3465.7845
2019,Maluku,Kota Ambon,39.25794,14329.276579999998
2020,Maluku,Kab. Buru Selatan,7.0817000000000005,2584.7538
2020,Maluku,Kota Ambon,43.019040000000004,15701.81604
2021,Maluku,Kab. Maluku Tengah,33.04207999999999,12060.188479999999
2021,Maluku,Kab. Buru Selatan,7.1185,2598.2180000000003
2021,Maluku,Kota Tual,8.48934,3098.6833599999995
2022,Maluku,Kab. Maluku Tengah,38.225249999999996,13952.380500000001
2022,Maluku,Kab. Buru Selatan,6.8442,2498.1659999999997
2019,Maluku Utara,Kab. Halmahera Utara,17.45488,6371.10105
2019,Maluku Utara,Kota Ternate,9.831440000000002,3588.31784
2019,Maluku Utara,Kota Tidore Kepulauan,5.35602,1955.1195800000003
2020,Maluku Utara,Kab. Halmahera Utara,18.359045,6700.886877
2020,Maluku Utara,Kab. Pulau Morotai,3.7316694999999998,1362.2611809999999
2020,Maluku Utara,Kota Tidore Kepulauan,5.4162,1976.87878
2021,Maluku Utara,Kota Tidore Kepulauan,5.44216,1986.47454
2022,Maluku Utara,Kab. Halmahera Utara,18.455889999999997,6736.302467999999
2022,Maluku Utara,Kota Tidore Kepulauan,6.177754,2255.054964
2019,Nusa Tenggara Barat,Kab. Lombok Timur,50.4252,18405.38175
2019,Nusa Tenggara Barat,Kab. Lombok Utara,7.5726,2763.8415
2020,Nusa Tenggara Barat,Kab. Lombok Timur,91.8536,33526.3968
2020,Nusa Tenggara Barat,Kab. Lombok Utara,13.9327,5085.433599999999
2021,Nusa Tenggara Barat,Kab. Lombok Timur,91.8536,33526.3968
2021,Nusa Tenggara Barat,Kab. Sumbawa,52.77416399999999,19262.830211999997
2021,Nusa Tenggara Barat,Kota Mataram,23.758200000000002,8671.8681
2022,Nusa Tenggara Barat,Kab. Lombok Barat,2.251002,821.621424
2022,Nusa Tenggara Barat,Kab. Lombok Tengah,54.586999999999996,19924.255
2022,Nusa Tenggara Barat,Kab. Lombok Timur,102.1364,37279.8145
2022,Nusa Tenggara Barat,Kab. Sumbawa,52.839251999999995,19286.475462
2022,Nusa Tenggara Barat,Kab. Bima,55.398,20220.416
2022,Nusa Tenggara Barat,Kab. Lombok Utara,15.3885,5616.912
2022,Nusa Tenggara Barat,Kota Mataram,40.809121714285716,14895.363406285715
2022,Nusa Tenggara Barat,Kota Bima,16.541999999999998,6037.874
2020,Nusa Tenggara Timur,Kab. Sumba Tengah,3.846,1404.0420000000001
2020,Nusa Tenggara Timur,Kota Kupang,43.06302,15717.713220000001
2021,Nusa Tenggara Timur,Kab. Alor,18.41174,6720.2614
2021,Nusa Tenggara Timur,Kab. Manggarai Barat,9.12198,3329.53824
2021,Nusa Tenggara Timur,Kota Kupang,45.3829,16564.684699999998
2022,Nusa Tenggara Timur,Kab. Manggarai Barat,23.760800000000003,8672.2832
2022,Nusa Tenggara Timur,Kota Kupang,46.72565,17054.48915
2019,Papua,Kab. Biak Numfor,8.603343,3140.220195
2019,Papua,Kota Jayapura,16.67358,6085.9722
2020,Papua,Kab. Biak Numfor,7.3208519999999995,2672.1473459999997
2020,Papua,Kab. Keerom,8.921499999999998,3256.8059999999996
2020,Papua,Kota Jayapura,16.71582,6101.19246
2021,Papua,Kab. Jayapura,16.848,6149.374
2021,Papua,Kab. Biak Numfor,6.794246000000001,2479.9335170000004
2021,Papua,Kab. Keerom,11.0925,4048.6319999999996
2021,Papua,Kota Jayapura,14.35302,5238.823304
2022,Papua,Kab. Jayapura,21.0504,7683.26125
2022,Papua,Kab. Kepulauan Yapen,8.602519333333333,3140.056164
2022,Papua,Kab. Biak Numfor,6.835008,2494.98162
2022,Papua,Kab. Sarmi,3.132612,1143.3753100000001
2022,Papua,Kab. Waropen,2.8960000000000004,1057.04
2022,Papua,Kota Jayapura,40.774482,14882.399616000002
2018,Papua Barat,Kab. Manokwari,39.0572,14255.8104
2020,Papua Barat,Kab. Manokwari,40.7342,14867.567
2021,Papua Barat,Kab. Manokwari,41.6052,15185.4716
2022,Papua Barat,Kab. Manokwari,42.473600000000005,15503.2358
2022,Papua Barat,Kab. Teluk Wondama,4.679250000000001,1707.77835
2022,Papua Barat,Kab. Kaimana,6.3625,2322.605
2019,Papua Barat Daya,Kab. Raja Ampat,0.0,0.0
2020,Papua Barat Daya,Kab. Sorong Selatan,0.0,0.0
2020,Papua Barat Daya,Kab. Raja Ampat,0.0,0.0
2021,Papua Barat Daya,Kab. Sorong Selatan,0.0,0.0
2021,Papua Barat Daya,Kab. Tambrauw,0.0,0.0
2022,Papua Barat Daya,Kab. Sorong,0.0,0.0
2021,Papua Pegunungan,Kab. Lanny Jaya,,
2019,Papua Selatan,Kab. Asmat,7.800000000000001,2846.7080000000005
2020,Papua Selatan,Kab. Asmat,17.616,6430.1320000000005
2021,Papua Selatan,Kab. Asmat,17.86,6519.308000000001
2022,Papua Selatan,Kab. Merauke,18.21624,6649.127520000001
2022,Papua Selatan,Kab. Boven Digoel,3.9119999999999995,1427.727
2022,Papua Selatan,Kab. Asmat,18.22,6649.716
2021,Papua Tengah,Kab. Nabire,7.657980000000001,2795.3449520000004
2022,Papua Tengah,Kab. Mimika,17.90824,6536.404588
2019,Riau,Kab. Kampar,120.743,44070.992
2019,Riau,Kab. Pelalawan,41.97299999999999,15320.476499999999
2019,Riau,Kab. Rokan Hilir,120.1896,43868.817599999995
2019,Riau,Kab. Siak,48.404199999999996,17667.114400000002
2019,Riau,Kota Pekanbaru,293.6778333333333,107192.05783333333
2020,Riau,Kab. Kampar,123.15799999999999,44952.4145
2020,Riau,Kab. Indragiri Hilir,98.9769,36125.991
2020,Riau,Kab. Pelalawan,45.336,16547.64
2020,Riau,Kab. Siak,49.6782,18132.3532
2020,Riau,Kab. Kuantan Singingi,41.434599999999996,15123.266300000001
2020,Riau,Kota Pekanbaru,340.11650000000003,124143.0774
2020,Riau,Kota Dumai,49.5721,18094.2133
2021,Riau,Kab. Indragiri Hilir,138.186,50437.617000000006
2021,Riau,Kab. Siak,49.6782,18132.3532
2021,Riau,Kota Pekanbaru,96.74900000000001,35313.389
2021,Riau,Kota Dumai,13.666184999999997,4988.034154999999
2022,Riau,Kab. Indragiri Hulu,36.260000000000005,13234.638
2022,Riau,Kab. Bengkalis,13.146375999999998,4798.392099999999
2022,Riau,Kab. Rokan Hulu,73.39265999999999,26787.97952
2022,Riau,Kab. Siak,48.5342,17715.287200000002
2022,Riau,Kab. Kuantan Singingi,20.91643433333334,7634.475989166668
2022,Riau,Kota Pekanbaru,97.67200000000001,35650.331
2022,Riau,Kota Dumai,14.849839999999999,5420.06093
2019,Sulawesi Barat,Kab. Pasangkayu,4.523350000000001,1650.9564500000001
2019,Sulawesi Barat,Kab. Polewali Mandar,11.50695,4200.0465
2020,Sulawesi Barat,Kab. Pasangkayu,28.560000000000002,10424.868
2020,Sulawesi Barat,Kab. Mamuju,20.842799999999997,7607.432519999999
2020,Sulawesi Barat,Kab. Polewali Mandar,17.37755,6342.9755
2021,Sulawesi Barat,Kab. Mamuju,19.6915712,7187.641690199999
2021,Sulawesi Barat,Kab. Majene,10.9509248,3997.247671599999
2021,Sulawesi Barat,Kab. Mamuju Tengah,9.8332272,3589.2660703999995
2022,Sulawesi Barat,Kab. Mamuju,22.1231914,8074.793752799999
2022,Sulawesi Barat,Kab. Majene,11.139300799999997,4065.615601199999
2022,Sulawesi Barat,Kab. Mamuju Tengah,8.626050999999999,3148.6232103999996
2019,Sulawesi Selatan,Kab. Kepulauan Selayar,10.1715,3712.707
2019,Sulawesi Selatan,Kab. Bulukumba,21.094453846153847,7699.365552307693
2019,Sulawesi Selatan,Kab. Bantaeng,10.4496,3814.349
2019,Sulawesi Selatan,Kab. Sinjai,15.53002,5668.499639999999
2019,Sulawesi Selatan,Kab. Bone,32.353199999999994,11808.82426
2019,Sulawesi Selatan,Kab. Maros,14.37925,5248.367206
2019,Sulawesi Selatan,Kab. Pangkajene Kepulauan,17.52616307692308,6397.195908076924
2019,Sulawesi Selatan,Kab. Barru,10.9425,3993.9689999999996
2019,Sulawesi Selatan,Kab. Wajo,29.3632,10717.8381
2019,Sulawesi Selatan,Kab. Sidenreng Rappang,7.9721400000000004,2909.8020600000004
2019,Sulawesi Selatan,Kab. Enrekang,18.784000000000002,6856.072
2019,Sulawesi Selatan,Kab. Luwu Utara,9.144639999999999,3337.732264
2019,Sulawesi Selatan,Kab. Luwu Timur,17.6295,6434.7015
2019,Sulawesi Selatan,Kota Parepare,8.94138,3263.6927600000004
2019,Sulawesi Selatan,Kota Palopo,10.377,3787.696
2020,Sulawesi Selatan,Kab. Kepulauan Selayar,10.281,3752.3189999999995
2020,Sulawesi Selatan,Kab. Bulukumba,17.197,6276.876
2020,Sulawesi Selatan,Kab. Bantaeng,11.263000000000002,4110.7906
2020,Sulawesi Selatan,Kab. Bone,32.919079999999994,12015.479679999999
2020,Sulawesi Selatan,Kab. Maros,13.734772000000001,5013.334426
2020,Sulawesi Selatan,Kab. Pangkajene Kepulauan,17.210497846153846,6282.00931723077
2020,Sulawesi Selatan,Kab. Soppeng,11.648835692307694,4251.665671230769
2020,Sulawesi Selatan,Kab. Wajo,30.39383,11093.44044
2020,Sulawesi Selatan,Kab. Sidenreng Rappang,8.73906,3189.67044
2020,Sulawesi Selatan,Kab. Enrekang,13.793457384615385,5034.523143692308
2020,Sulawesi Selatan,Kab. Luwu,22.269000000000002,8128.4475
2020,Sulawesi Selatan,Kab. Luwu Utara,9.188551,3353.9333319999996
2020,Sulawesi Selatan,Kab. Luwu Timur,17.9805,6562.839
2020,Sulawesi Selatan,Kota Makassar,52.426946,19135.909982
2020,Sulawesi Selatan,Kota Parepare,10.279500000000002,3751.917125
2020,Sulawesi Selatan,Kota Palopo,21.274,7764.792
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,7.355188846153846,2684.7775880769227
2021,Sulawesi Selatan,Kab. Bulukumba,34.788000000000004,12697.678
2021,Sulawesi Selatan,Kab. Bantaeng,11.295200000000001,4122.503000000001
