Year,Province,Regency/City,Plastic per day (ton),Plastic per year (ton),Land Area (km2),Population,GDP,Gini,HDI,highest_restriction,start_date,Years Since Start,Plastic Growth Rate,log_GDP,log_Gini,squareroot_landarea
2022,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,163.03959,59509.504054000005,52.38,1079995.0,794935797.9,0.343,82.11,Ban,2020,2,136.2750506802481,8.900332054765048,-0.46470587995722945,7.237402849088891
2022,DKI Jakarta,KOTA ADM. JAKARTA UTARA,262.466792,95800.40785,139.99,1793550.0,587659637.0,0.543,80.81,Ban,2020,2,137.93022026182214,8.769125862519473,-0.265200170411153,11.831736981525578
2022,DKI Jakarta,KOTA ADM. JAKARTA BARAT,388.091956,141653.462286,124.44,2448975.0,540696903.4,0.422,82.51,Ban,2020,2,138.59063677515212,8.732953882355089,-0.37468754903832613,11.155267813907473
2022,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,374.82515,136811.10303,154.32,2244623.0,730224707.9,0.377,85.21,Ban,2020,2,137.56757353118238,8.863456523660393,-0.42365864979420714,12.422560122615627
2022,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,443.637236,161927.61607400002,182.7,3083883.0,546877291.2,0.374,83.45,Ban,2020,2,137.5879482923907,8.737889889892665,-0.42712839779951983,13.516656391282572
2019,Gorontalo,GORONTALO,1.4656,534.9557,2124.6,378527.0,12880839.3,0.41,66.69,Fee,2020,-1,,7.109944162051985,-0.38721614328026455,46.093383473119005
2019,Gorontalo,POHUWATO,13.034559999999995,4757.41728,4244.31,161373.0,6621889.02,0.41,65.27,Fee,2020,-1,,6.820981897889096,-0.38721614328026455,65.14836912770726
2019,Gorontalo,KOTA GORONTALO,48.944,17864.1645,79.02,219399.0,8452775.68,0.41,77.08,Fee,2020,-1,,6.926999343809338,-0.38721614328026455,8.889319434017432
2020,Gorontalo,GORONTALO,1.4659,535.0623,2124.6,393107.0,13044896.59,0.41,66.92,Fee,2020,0,0.01992688366534434,7.115440640694164,-0.38721614328026455,46.093383473119005
2020,Gorontalo,POHUWATO,21.171511,7728.179343999999,4244.31,146432.0,6736096.55,0.41,65.37,Fee,2020,0,62.44484957182481,6.828408303377538,-0.38721614328026455,65.14836912770726
2021,Gorontalo,KOTA GORONTALO,42.363,15462.45,79.02,199788.0,8987562.53,0.408,77.41,Fee,2020,1,-13.444314734114759,6.953641924958615,-0.3893398369101201,8.889319434017432
2022,Gorontalo,GORONTALO,1.5825,577.6271,2124.6,398801.0,14889329.4,0.418,68.28,Fee,2020,2,7.955111021651118,7.172875138018261,-0.3788237182249648,46.093383473119005
2022,Gorontalo,BONE BOLANGO,9.92214,3621.5811,1984.31,166200.0,5278687.98,0.418,70.9,Fee,2020,2,,6.722525991879898,-0.3788237182249648,44.545594619445815
2022,Gorontalo,POHUWATO,21.15064,7719.40722,4244.31,149297.0,7535989.85,0.418,66.53,Fee,2020,2,-0.11350828713375671,6.877140304846928,-0.3788237182249648,65.14836912770726
2022,Gorontalo,KOTA GORONTALO,50.94,18592.7436,79.02,201350.0,9755747.17,0.418,78.22,Fee,2020,2,20.244486481767133,6.989260536609234,-0.3788237182249648,8.889319434017432
2019,Jambi,MERANGIN,28.824,10521.006,7540.12,388900.0,15288073.47,0.31,69.07,Fee,2020,-1,,7.1843527611439555,-0.5086383061657274,86.83386436177996
2019,Jambi,SAROLANGUN,13.476816000000005,4919.168412000001,5935.89,301900.0,15126920.14,0.27,69.72,Fee,2020,-1,,7.179750514119758,-0.5686362358410126,77.04472726929468
2019,Jambi,BATANGHARI,16.919,6175.475600000001,5387.52,272900.0,16463293.47,0.31,69.67,Fee,2020,-1,,7.216516719865859,-0.5086383061657274,73.39972751993021
2019,Jambi,MUARO JAMBI,8.930232,3259.6976160000004,5225.8,443400.0,24294993.41,0.29,69.01,Fee,2020,-1,,7.385516785596966,-0.5376020021010439,72.28969497791508
2019,Jambi,BUNGO,6.691776000000001,2442.4915200000005,4760.83,374800.0,17895939.78,0.33,69.86,Fee,2020,-1,,7.252754509686153,-0.4814860601221125,68.99876810494517
2019,Jambi,KOTA JAMBI,47.25702,17248.653828000002,169.89,604700.0,30636929.87,0.34,78.26,Ban,2018,1,,7.486245242444816,-0.46852108295774486,13.034185820372517
2019,Jambi,KOTA SUNGAI PENUH,5.632452000000001,2055.7233360000005,364.92,90900.0,7479424.37,0.33,75.36,Fee,2020,-1,,6.873868175063349,-0.4814860601221125,19.102879364116813
2020,Jambi,MERANGIN,44.9489,16406.475000000002,7540.12,354100.0,15670880.89,0.32,69.19,Fee,2020,0,55.940173401669036,7.1950934096730315,-0.494850021680094,86.83386436177996
2020,Jambi,SAROLANGUN,19.883949,7257.380482999999,5935.89,290100.0,14429424.24,0.31,69.86,Fee,2020,0,47.53266965400245,7.159249002307663,-0.5086383061657274,77.04472726929468
2020,Jambi,BATANGHARI,17.164,6265.0238,5387.52,301700.0,16392804.31,0.32,69.84,Fee,2020,0,1.4500615952559137,7.21465325449668,-0.494850021680094,73.39972751993021
2020,Jambi,MUARO JAMBI,14.585494,5324.003739,5225.8,402000.0,24382388.38,0.28,69.18,Fee,2020,0,63.32814776645219,7.387076244738087,-0.5528419686577808,72.28969497791508
2020,Jambi,TANJUNG JABUNG BARAT,50.091,18282.777,5546.06,317500.0,37133854.04,0.28,67.54,Fee,2020,0,,7.569770026022352,-0.5528419686577808,74.47187388538038
2020,Jambi,BUNGO,6.825728000000002,2491.345024,4760.83,362400.0,17305753.26,0.31,69.92,Fee,2020,0,2.000150403797507,7.2381905073887,-0.5086383061657274,68.99876810494517
2020,Jambi,TEBO,24.137009,8809.851029,6103.74,337700.0,14737984.32,0.3,69.14,Fee,2020,0,,7.1684380901335025,-0.5228787452803376,78.12643598680283
2020,Jambi,KOTA SUNGAI PENUH,8.772383000000001,3201.658893,364.92,96600.0,7562248.32,0.31,75.42,Fee,2020,0,55.74366632572969,6.878650934099659,-0.5086383061657274,19.102879364116813
2021,Jambi,MERANGIN,9.9375,3627.2515,7540.12,355700.0,17837616.79,0.29,69.53,Fee,2020,1,-77.89134168064743,7.2513368296314065,-0.5376020021010439,86.83386436177996
2021,Jambi,BUNGO,9.1686,3346.62514,4760.83,367200.0,20089145.85,0.3,70.15,Fee,2020,1,34.330054960705425,7.302961471814567,-0.5228787452803376,68.99876810494517
2021,Jambi,KOTA JAMBI,190.898019,69677.746086,169.89,612200.0,31893581.19,0.35,79.12,Ban,2018,3,303.96048747230964,7.503703286998807,-0.4559319556497244,13.034185820372517
2022,Jambi,MERANGIN,47.177142,17219.869224,7540.12,357600.0,20284059.99,0.35,69.98,Fee,2020,2,374.7360149689096,7.307154886301365,-0.4559319556497244,86.83386436177996
2022,Jambi,SAROLANGUN,27.469216,10026.26384,5935.89,298100.0,20772095.19,0.3,70.89,Fee,2020,2,38.15265526571125,7.317480304121219,-0.5228787452803376,77.04472726929468
2022,Jambi,BUNGO,9.35209,3413.56477,4760.83,373300.0,24926313.98,0.32,70.55,Fee,2020,2,2.000212966785986,7.396658061235335,-0.494850021680094,68.99876810494517
2022,Jambi,KOTA JAMBI,192.80625,70374.506007,169.89,619600.0,36141956.24,0.36,79.58,Ban,2018,4,0.9999748271708242,7.55801165573029,-0.44369749923271273,13.034185820372517
2022,Jambi,KOTA SUNGAI PENUH,10.024,3659.088,364.92,99200.0,8680233.97,0.29,76.17,Fee,2020,2,14.287253023740544,6.938531431456501,-0.5376020021010439,19.102879364116813
2019,Jawa Barat,SUKABUMI,268.106366,97858.440048,4145.7,2466272.0,67423121.28,0.347,66.87,Ban,2019,0,,7.82880885384059,-0.4596705252091263,64.3871105113438
2019,Jawa Barat,CIAMIS,28.366000000000003,10353.597500000002,1414.71,1195176.0,31536104.02,0.354,70.39,Ban,2019,0,,7.498808039432752,-0.4509967379742122,37.61263085720009
2019,Jawa Barat,SUMEDANG,55.04528700000001,20091.621516000003,1518.33,1152400.0,35439626.58,0.344,71.46,None,2019,0,,7.5494891371681785,-0.46344155742846993,38.96575419519042
2019,Jawa Barat,SUBANG,132.7514125,48454.1429225,1893.95,1595825.0,40790680.41,0.333,68.69,None,2019,0,,7.610560949637857,-0.4775557664936801,43.51953584311303
2019,Jawa Barat,BEKASI,231.858585,84628.15102,1224.88,3763886.0,326083640.8,0.354,73.99,Ban,2019,0,,8.513329011352715,-0.4509967379742122,34.99828567230115
2019,Jawa Barat,PANGANDARAN,21.7060025,7922.89659,1010.0,399284.0,11311685.83,0.31,68.21,None,2019,0,,7.053527334554651,-0.5086383061657274,31.78049716414141
2019,Jawa Barat,KOTA BOGOR,65.81,24020.533,118.5,1112081.0,46197757.13,0.386,76.23,Ban,2018,1,,7.664620891363282,-0.41341269532824504,10.88577052853862
2019,Jawa Barat,KOTA SUKABUMI,10.6776,3897.3666,48.25,328680.0,12387691.54,0.419,74.31,Ban,2019,0,,7.092990382659584,-0.3777859770337047,6.946221994724902
2019,Jawa Barat,KOTA DEPOK,323.88168,118216.843104,200.29,2406826.0,70964044.3,0.344,80.82,Ban,2019,0,,7.851038358333287,-0.46344155742846993,14.152384958020326
2019,Jawa Barat,KOTA CIMAHI,42.32904,15450.09648,39.27,614304.0,32639542.12,0.437,78.11,Ban,2019,0,,7.513744057675201,-0.3595185630295782,6.26657801355732
2019,Jawa Barat,KOTA TASIKMALAYA,15.765300000000002,5754.284820000001,171.61,663517.0,21750914.27,0.36,72.84,None,2019,0,,7.337477516650236,-0.44369749923271273,13.1
2020,Jawa Barat,BANDUNG,264.27,96458.378,1767.96,3831505.0,123602777.8,0.414,72.39,Fee,2020,0,,8.092028231025093,-0.3829996588791011,42.04711642907276
2020,Jawa Barat,CIAMIS,28.756500000000003,10496.035000000002,1414.71,1201685.0,31974405.03,0.336,70.49,Ban,2019,1,1.3757295471453324,7.5048024720063,-0.4736607226101559,37.61263085720009
2020,Jawa Barat,CIREBON,174.84368999999998,63817.73761999999,984.52,2209633.0,49561562.9,0.338,68.75,Fee,2020,0,,7.695144993187147,-0.47108329972234525,31.37706168525026
2020,Jawa Barat,SUMEDANG,55.382163,20214.605139,1518.33,1154428.0,35489082.66,0.384,71.64,Fee,2020,0,0.6121139744846182,7.550094773626292,-0.4156687756324692,38.96575419519042
2020,Jawa Barat,BEKASI,270.46749333333327,98720.47992333332,1224.88,3899017.0,317633824.3,0.372,74.07,Ban,2019,1,16.65205813134556,8.50192674351789,-0.4294570601181025,34.99828567230115
2020,Jawa Barat,PANGANDARAN,24.3817,8899.15397,1010.0,401493.0,11498234.46,0.335,68.06,Fee,2020,0,12.3219755415235,7.060631160080183,-0.47495519296315475,31.78049716414141
2020,Jawa Barat,KOTA BOGOR,67.376,24592.233,118.5,1126927.0,45911864.14,0.412,76.11,Ban,2018,2,2.3800471038673443,7.6619249265991645,-0.3851027839668654,10.88577052853862
2020,Jawa Barat,KOTA SUKABUMI,22.31538,8145.299204999999,48.25,330691.0,12401540.58,0.397,74.21,Ban,2019,1,108.99494558710488,7.093475638697229,-0.40120949323688493,6.946221994724902
2020,Jawa Barat,KOTA BANDUNG,257.14994,93859.77653,167.67,2510103.0,283626741.1,0.402,81.51,Ban,2019,1,,8.452747174905515,-0.3957739469155299,12.948745112944342
2020,Jawa Barat,KOTA DEPOK,276.716664,101001.663528,200.29,2484186.0,70386330.72,0.344,80.97,Ban,2019,1,-14.562374636290299,7.847488325771622,-0.46344155742846993,14.152384958020326
2020,Jawa Barat,KOTA CIMAHI,38.91108666666666,14202.358753333332,39.27,620393.0,32210679.03,0.38,77.83,Ban,2019,1,-8.075921909496508,7.507999880233341,-0.42021640338318983,6.26657801355732
2020,Jawa Barat,KOTA TASIKMALAYA,15.784200000000002,5761.17954,171.61,663986.0,21589359.4,0.366,73.04,Fee,2020,0,0.1198188865458194,7.334239756128924,-0.43651891460558934,13.1
2020,Jawa Barat,KOTA BANJAR,20.616788,7525.55847,113.49,183299.0,4445118.63,0.312,71.7,Fee,2020,0,,6.647883355782476,-0.5058454059815573,10.653168542738822
2021,Jawa Barat,BANDUNG,261.9447358181818,95609.56421872728,1767.96,2527854.0,130476828.5,0.386,72.73,Fee,2020,1,-0.8799793225558128,8.115533391765442,-0.41341269532824504,42.04711642907276
2021,Jawa Barat,GARUT,229.6123,83808.46694999999,3074.07,2628725.0,60836393.3,0.322,66.45,Fee,2020,1,,7.784163458892824,-0.4921441283041691,55.44429637032109
2021,Jawa Barat,CIAMIS,85.815,31322.7375,1414.71,1263198.0,33688053.94,0.342,70.93,Ban,2019,2,198.4244764808806,7.5274759237881765,-0.46597389394386496,37.61263085720009
2021,Jawa Barat,CIREBON,255.4990196363636,93257.3073890909,984.52,2365048.0,52309936.87,0.339,69.12,Fee,2020,1,46.13070106682184,7.71858419590151,-0.4698003017969178,31.37706168525026
2021,Jawa Barat,SUMEDANG,176.94400000000002,64585.15600000001,1518.33,1165047.0,37250246.15,0.359,71.8,Fee,2020,1,219.497489839146,7.571129146916084,-0.44490555142168087,38.96575419519042
2021,Jawa Barat,INDRAMAYU,394.73795999999993,144078.9795,2040.11,1885172.0,81594848.56,0.321,67.64,Ban,2020,1,,7.911662740707442,-0.4934949675951279,45.16757686659757
2021,Jawa Barat,KOTA BOGOR,101.064,36888.3495,118.5,1091396.0,48325644.61,0.441,76.59,Ban,2018,3,49.99999999999998,7.684177655741436,-0.35556141053216145,10.88577052853862
2021,Jawa Barat,KOTA SUKABUMI,22.730786,8296.831465,48.25,353631.0,13053044.18,0.436,74.6,Ban,2019,2,1.8603645634893473,7.115711807950151,-0.36051351073141397,6.946221994724902
2021,Jawa Barat,KOTA BANDUNG,265.95584999999994,97073.76501,167.67,2527854.0,297116262.9,0.427,81.96,Ban,2019,2,3.424244760451489,8.472926423915512,-0.36957212497497616,12.948745112944342
2021,Jawa Barat,KOTA CIREBON,38.869747,14187.457655000002,37.36,343667.0,24506594.05,0.489,75.25,Fee,2020,1,,7.389282956781447,-0.3106911408763798,6.11228271597445
2021,Jawa Barat,KOTA BEKASI,370.65444,135288.933,206.61,2468448.0,101383360.7,0.401,81.95,Ban,2018,3,,8.005966683309502,-0.39685562737981767,14.37393474313836
2021,Jawa Barat,KOTA DEPOK,280.700304,102455.5362,200.29,1893321.0,74382336.08,0.367,81.37,Ban,2019,2,1.4394541844322761,7.871469813855187,-0.4353339357479107,14.152384958020326
2021,Jawa Barat,KOTA CIMAHI,42.86412,15645.14952,39.27,560746.0,34244468.76,0.415,78.06,Ban,2019,2,10.158810882931979,7.534590433317413,-0.3819519032879073,6.26657801355732
2022,Jawa Barat,BANDUNG,247.681959,90403.6332185,1767.96,3708344.0,143002068.5,0.37,73.16,Fee,2020,2,-5.444989779806542,8.155342319504493,-0.431798275933005,42.04711642907276
2022,Jawa Barat,GARUT,228.01125,83223.75774999999,3074.07,2759490.0,66590619.98,0.302,67.41,Fee,2020,2,-0.6976731842008643,7.823413058332092,-0.5199930570428494,55.44429637032109
2022,Jawa Barat,CIAMIS,114.936,41951.698,1414.71,1267878.0,36773714.56,0.337,71.45,Ban,2019,3,33.933689544216875,7.565537500726399,-0.47237009912866135,37.61263085720009
2022,Jawa Barat,KUNINGAN,95.904,35005.136,1110.56,1218332.0,29519831.26,0.345,70.16,Fee,2020,2,,7.4701138706625105,-0.4621809049267259,33.3250656413457
2022,Jawa Barat,SUMEDANG,177.08800000000002,64636.808,1518.33,1187620.0,40220759.18,0.394,72.69,Fee,2020,2,0.07997503327232813,7.604450263788647,-0.40450377817442584,38.96575419519042
2022,Jawa Barat,INDRAMAYU,398.6867,145520.22306,2040.11,1912850.0,90773384.43,0.3,68.55,Ban,2020,2,1.0003149418475799,7.9579585281508365,-0.5228787452803376,45.16757686659757
2022,Jawa Barat,KARAWANG,140.5516,51301.10860000001,1652.2,2509839.0,268228786.3,0.353,71.74,Fee,2020,2,,8.428505384478958,-0.4522252946121775,40.647263130498715
2022,Jawa Barat,BEKASI,434.3738087499999,158546.70077749997,1224.88,3147268.0,367573268.0,0.373,75.22,Ban,2019,3,60.60163088816819,8.565343919519742,-0.4282911681913124,34.99828567230115
2022,Jawa Barat,KOTA BOGOR,111.669,40759.1355,118.5,1114018.0,52914598.44,0.43,77.17,Ban,2018,4,10.493248010459233,7.723575504687203,-0.36653154442041347,10.88577052853862
2022,Jawa Barat,KOTA SUKABUMI,30.713605,11210.578223,48.25,358854.0,14192254.06,0.482,75.4,Ban,2019,3,35.118789266620375,7.152051376999241,-0.31695296176115045,6.946221994724902
2022,Jawa Barat,KOTA BANDUNG,266.22806,97173.37884,167.67,2545005.0,328317612.3,0.459,82.5,Ban,2019,3,0.10261663384514286,8.516294180687122,-0.33818731446273875,12.948745112944342
2022,Jawa Barat,KOTA BEKASI,285.57828,104235.924,206.61,2486251.0,109881376.1,0.441,82.46,Ban,2018,4,-22.953103636348427,8.040924089671844,-0.35556141053216145,14.37393474313836
2022,Jawa Barat,KOTA CIMAHI,42.97176,15684.60192,39.27,566537.0,37538209.79,0.408,78.77,Ban,2019,3,0.2521701690965994,7.5744735571275426,-0.3893398369101201,6.26657801355732
2022,Jawa Barat,KOTA TASIKMALAYA,17.23194,6289.701300000001,171.61,746710.0,24974677.66,0.405,73.83,Fee,2020,2,9.17384636827341,7.397499891637291,-0.3925449767853314,13.1
2022,Jawa Barat,KOTA BANJAR,16.536451749999998,6035.467094999999,113.49,207625.0,4916166.53,0.362,72.55,Fee,2020,2,-19.800409244577978,6.691626585734987,-0.4412914294668343,10.653168542738822
2019,Jawa Tengah,CILACAP,149.90639000000002,54716.08686,2124.47,1727098.0,114117079.8,0.361,69.98,None,2019,0,,8.05735064974483,-0.4424927980943421,46.091973270841855
2019,Jawa Tengah,KEBUMEN,52.8502,19290.2606,1211.74,1197982.0,27936659.65,0.361,69.6,None,2019,0,,7.446174476856973,-0.4424927980943421,34.81005601834045
2019,Jawa Tengah,PURWOREJO,34.4796,12584.8968,1091.49,718316.0,18657373.14,0.361,72.5,None,2019,0,,7.2708504973359664,-0.4424927980943421,33.03770573148202
2019,Jawa Tengah,WONOSOBO,63.24,23082.338000000003,981.41,790504.0,18807664.1,0.361,68.27,None,2019,0,,7.274334859799404,-0.4424927980943421,31.32746398928582
2019,Jawa Tengah,BOYOLALI,55.54651,20274.315297,1008.45,984807.0,32665981.16,0.361,73.8,None,2019,0,,7.51409570725182,-0.4424927980943421,31.75610177587923
2019,Jawa Tengah,KLATEN,70.5,25732.194000000003,658.22,1174986.0,39766522.78,0.361,75.29,None,2019,0,,7.599517617551726,-0.4424927980943421,25.655798564846897
2019,Jawa Tengah,SUKOHARJO,51.36534,18748.554084,489.12,891912.0,36945880.36,0.361,76.84,None,2019,0,,7.567566019546424,-0.4424927980943421,22.11605751484654
2019,Jawa Tengah,WONOGIRI,51.56246000000001,18820.366398,1793.67,959492.0,29044917.06,0.361,69.98,Ban,2020,-1,,7.463070140652642,-0.4424927980943421,42.351741404575094
2019,Jawa Tengah,SRAGEN,59.133030000000005,21583.69359,941.54,890518.0,37836230.82,0.361,73.43,None,2019,0,,7.577907866217946,-0.4424927980943421,30.684523786430187
2019,Jawa Tengah,GROBOGAN,110.871,40467.861,2013.86,1377788.0,27278521.82,0.361,69.86,None,2019,0,,7.435820832890215,-0.4424927980943421,44.87605151971372
2019,Jawa Tengah,REMBANG,78.852605,28780.94934,887.13,638188.0,18944046.78,0.361,70.15,None,2019,0,,7.277472757481106,-0.4424927980943421,29.78472763011272
2019,Jawa Tengah,PATI,76.86027157894736,28053.976128947368,1489.19,1259590.0,43039953.68,0.361,71.35,Ban,2019,0,,7.633871795266808,-0.4424927980943421,38.590024617768776
2019,Jawa Tengah,KUDUS,39.22559999999999,14317.4916,425.15,871311.0,110580428.5,0.361,74.94,Ban,2020,-1,,8.043678268500393,-0.4424927980943421,20.61916584151745
2019,Jawa Tengah,JEPARA,135.028881,49285.47286,1059.25,1257912.0,30230196.61,0.361,71.88,None,2019,0,,7.480440971734893,-0.4424927980943421,32.546121120649694
2019,Jawa Tengah,SEMARANG,95.8958,35002.24,950.21,1053786.0,49620375.46,0.361,74.14,None,2019,0,,7.695660046102842,-0.4424927980943421,30.825476476447207
2019,Jawa Tengah,KENDAL,43.554328,15897.156484,1118.13,971086.0,42550706.97,0.361,71.97,None,2019,0,,7.628906780181341,-0.4424927980943421,33.438450921057935
2019,Jawa Tengah,BATANG,35.35002157894737,12903.032311578949,788.65,768583.0,21585719.48,0.361,68.42,None,2019,0,,7.334166528831356,-0.4424927980943421,28.08291295432153
2019,Jawa Tengah,PEMALANG,78.168,28531.582,1118.03,1302813.0,25483601.77,0.361,66.32,None,2019,0,,7.406260809781419,-0.4424927980943421,33.436955603044964
2019,Jawa Tengah,BREBES,63.3185,23111.2014,1902.37,1809096.0,46178657.58,0.361,66.12,None,2019,0,,7.664441303763653,-0.4424927980943421,43.61616672748764
2019,Jawa Tengah,KOTA MAGELANG,0.6831200000000001,249.35168,16.06,122111.0,8806285.6,0.361,78.8,None,2019,0,,6.944792766121543,-0.4424927980943421,4.007492981902775
2019,Jawa Tengah,KOTA SEMARANG,215.29412,78582.2162,373.78,1814110.0,191352036.3,0.361,83.19,Ban,2019,0,,8.281833088191812,-0.4424927980943421,19.33339080451228
2020,Jawa Tengah,CILACAP,154.311876,56323.747714000005,2124.47,1944857.0,104542659.5,0.362,69.95,Fee,2020,0,2.938186822667821,8.019293544082787,-0.4412914294668343,46.091973270841855
2020,Jawa Tengah,PURWOREJO,25.9263,9463.2174,1091.49,769880.0,18646485.02,0.362,72.68,Fee,2020,0,-24.80496621950846,7.270596976611739,-0.4412914294668343,33.03770573148202
2020,Jawa Tengah,WONOSOBO,70.33,25670.42,981.41,879124.0,18838679.07,0.362,68.22,Fee,2020,0,11.212391049814773,7.275050447675442,-0.4412914294668343,31.32746398928582
2020,Jawa Tengah,MAGELANG,121.88289,44486.92907,1102.93,1299859.0,32462030.1,0.362,69.87,Fee,2020,0,,7.511375676108162,-0.4412914294668343,33.21038994049904
2020,Jawa Tengah,BOYOLALI,54.86346188888889,20025.19407655556,1008.45,1062713.0,32687589.9,0.362,74.25,Fee,2020,0,-1.2287528175183526,7.514382900644091,-0.4412914294668343,31.75610177587923
2020,Jawa Tengah,SUKOHARJO,55.32952,20195.252,489.12,907587.0,36890533.42,0.362,76.98,Fee,2020,0,7.716317266485162,7.566914934968947,-0.4412914294668343,22.11605751484654
2020,Jawa Tengah,WONOGIRI,109.36,39915.9625,1793.67,1043177.0,29166531.53,0.362,70.25,Ban,2020,0,112.08918921069353,7.4648847860999785,-0.4412914294668343,42.351741404575094
2020,Jawa Tengah,SRAGEN,60.37703,22037.64872,941.54,976951.0,37850990.68,0.362,73.95,Fee,2020,0,2.1032319056379034,7.578077250843405,-0.4412914294668343,30.684523786430187
2020,Jawa Tengah,BLORA,148.568,54227.3,1821.59,884333.0,24004210.06,0.362,68.84,Fee,2020,0,,7.380287418606461,-0.4412914294668343,42.680089034583794
2020,Jawa Tengah,REMBANG,82.02545,29938.98609,887.13,645333.0,18943648.8,0.362,70.02,Fee,2020,0,4.023622488333101,7.277463633647351,-0.4412914294668343,29.78472763011272
2020,Jawa Tengah,PATI,124.79898933333337,45551.665404666666,1489.19,1324188.0,43288565.81,0.362,71.77,Ban,2019,1,62.37151267005032,7.636373197475876,-0.4412914294668343,38.590024617768776
2020,Jawa Tengah,KUDUS,84.00914011111112,30663.19704311111,425.15,849184.0,109538558.6,0.362,75.0,Ban,2020,0,114.16598591272171,8.039567021820218,-0.4412914294668343,20.61916584151745
2020,Jawa Tengah,JEPARA,136.828952,49942.31229,1059.25,1184947.0,30175170.54,0.362,71.99,Fee,2020,0,1.3327242123978733,7.479649733263891,-0.4412914294668343,32.546121120649694
2020,Jawa Tengah,SEMARANG,101.346,36991.1171,950.21,1053094.0,49046716.57,0.362,74.1,Fee,2020,0,5.682142342890062,7.6906099388666185,-0.4412914294668343,30.825476476447207
2020,Jawa Tengah,TEMANGGUNG,52.456796,19146.89966,837.71,790174.0,21557077.14,0.362,69.57,Fee,2020,0,,7.333589875808702,-0.4412914294668343,28.943220276949145
2020,Jawa Tengah,KENDAL,46.07694,16818.165663000003,1118.13,1018505.0,42586186.69,0.362,72.29,Fee,2020,0,5.793546663058713,7.629268753630102,-0.4412914294668343,33.438450921057935
2020,Jawa Tengah,BATANG,45.829749777777785,16727.53855422222,788.65,801718.0,21621362.81,0.362,68.65,Fee,2020,0,29.64036786307378,7.334883064372601,-0.4412914294668343,28.08291295432153
2020,Jawa Tengah,PEMALANG,97.925,35742.6625,1118.03,1471489.0,25820813.34,0.362,66.32,Fee,2020,0,25.274029669998676,7.4119699181593175,-0.4412914294668343,33.436955603044964
2020,Jawa Tengah,TEGAL,147.69265,53907.85494999999,876.1,1596996.0,35299977.86,0.362,68.39,Fee,2020,0,,7.547774433000207,-0.4412914294668343,29.598986469134378
2020,Jawa Tengah,BREBES,148.40699999999998,54168.528,1902.37,1978759.0,47058595.6,0.362,66.11,Fee,2020,0,134.38213817824285,7.672638962103252,-0.4412914294668343,43.61616672748764
2020,Jawa Tengah,KOTA MAGELANG,19.26615,7032.45865,16.06,121526.0,8713158.54,0.362,78.99,Fee,2020,0,2720.297280531657,6.940175616297446,-0.4412914294668343,4.007492981902775
2020,Jawa Tengah,KOTA SALATIGA,21.727783,7930.461683222224,57.36,192322.0,13271841.36,0.362,83.14,Fee,2022,-2,,7.122931181870405,-0.4412914294668343,7.573638491504595
2020,Jawa Tengah,KOTA SEMARANG,219.59928,80153.85587999999,373.78,1653524.0,188731693.9,0.362,83.05,Ban,2019,1,1.999994090265922,8.275844837791182,-0.4412914294668343,19.33339080451228
2021,Jawa Tengah,CILACAP,154.93747800000003,56551.964368,2124.47,1963824.0,109653598.2,0.34,70.42,Fee,2020,1,0.4051872669390333,8.040022887292752,-0.46852108295774486,46.091973270841855
2021,Jawa Tengah,BANYUMAS,160.569,58607.325,1335.3,1789630.0,56919815.96,0.364,72.44,Ban,2019,2,,7.755263487201325,-0.438898616350944,36.54175693641454
2021,Jawa Tengah,PURBALINGGA,92.797785,33871.358510000005,677.55,1007794.0,26393807.46,0.365,69.15,Fee,2020,1,,7.421502044240308,-0.4377071355435253,26.029790625358476
2021,Jawa Tengah,PURWOREJO,25.9938,9487.8162,1091.49,773588.0,19602717.78,0.337,72.98,Fee,2020,1,0.2599411908258631,7.292316287429532,-0.47237009912866135,33.03770573148202
2021,Jawa Tengah,WONOSOBO,73.35440869565218,26774.654208173917,981.41,886613.0,19856862.36,0.384,68.43,Fee,2020,1,4.301582164116979,7.297910625458888,-0.4156687756324692,31.32746398928582
2021,Jawa Tengah,MAGELANG,122.01534999999998,44535.27697,1102.93,1305512.0,34176312.43,0.384,70.12,Fee,2020,1,0.10867888840770945,7.533725201225598,-0.4156687756324692,33.21038994049904
2021,Jawa Tengah,BOYOLALI,58.77446217391305,21452.49480226087,1008.45,1070247.0,34896960.78,0.364,74.4,Fee,2020,1,7.1275250579284855,7.542787605356022,-0.438898616350944,31.75610177587923
2021,Jawa Tengah,KLATEN,88.84015,32426.553915,658.22,1267272.0,42271255.88,0.351,76.12,Fee,2020,1,26.015503827617636,7.626045150919902,-0.4546928835341759,25.655798564846897
2021,Jawa Tengah,SUKOHARJO,57.260385,20900.249208,489.12,911603.0,38990458.19,0.373,77.13,Fee,2020,1,3.4909057237810126,7.5909583387586315,-0.4282911681913124,22.11605751484654
2021,Jawa Tengah,WONOGIRI,109.8425,40092.4025,1793.67,1049292.0,30581452.94,0.356,70.49,Ban,2020,1,0.44202867461857753,7.485458115112752,-0.44855000202712486,42.351741404575094
2021,Jawa Tengah,KARANGANYAR,72.368,26414.378000000004,775.44,938808.0,39157912.6,0.387,75.99,Fee,2020,1,,7.592819532710675,-0.4122890349810886,27.846723326093503
