Province/Regency/City,Year,Population,Luas wilayah (km2)[2],Gini,HDI,GDP
LAMPUNG,2019,8447737,33570.25,0.329,69.57,
LAMPUNG BARAT,2019,302828,2107.99,0.296,67.5,7095651.44
TANGGAMUS,2019,598299,2947.59,0.314,66.37,15590931.0
LAMPUNG SELATAN,2019,1011286,2227.38,0.331,68.22,44685372.69
LAMPUNG TIMUR,2019,1044320,3860.92,0.302,69.34,41604649.03
LAMPUNG TENGAH,2019,1281310,4559.57,0.308,70.04,71017112.22
LAMPUNG UTARA,2019,616897,2669.3,0.309,67.63,23780218.4
WAY KANAN,2019,450109,3522.11,0.299,67.19,13981191.16
TULANGBAWANG,2019,450902,3116.06,0.322,68.23,23063585.89
PESAWARAN,2019,444380,1288.08,0.31,65.75,16208211.81
PRINGSEWU,2019,400187,617.19,0.295,69.97,11156953.24
MESUJI,2019,200198,2200.41,0.286,63.52,10409225.01
TULANG BAWANG BARAT,2019,273215,1257.09,0.316,65.93,11445302.94
PESISIR BARAT,2019,154895,2939.6,0.33,63.79,4687389.87
KOTA BANDAR LAMPUNG,2019,1051500,183.75,0.316,77.33,59203979.34
KOTA METRO,2019,167411,73.21,0.342,76.77,6320907.78
KEP BANGKA BELITUNG,2019,1488792,16690.13,,,
BANGKA,2019,337337,3016.85,0.269,72.39,13765427.63
BELITUNG,2019,189824,2270.71,0.269,72.46,9856802.27
BANGKA BARAT,2019,213163,2851.41,0.269,69.05,14157204.8
BANGKA TENGAH,2019,196196,2259.98,0.269,70.33,8566895.53
BANGKA SELATAN,2019,209973,3598.24,0.269,66.54,8664389.95
BELITUNG TIMUR,2019,129572,2588.4,0.269,70.84,7713766.85
KOTA PANGKAL PINANG,2019,212727,104.54,0.269,77.97,13648934.02
KEPULAUAN RIAU,2019,2189650,8269.71,0.337,75.48,
KARIMUN,2019,232800,930.45,0.303,71.1,13544171.26
BINTAN,2019,159400,1317.15,0.3,73.98,21303013.23
NATUNA,2019,77770,1999.16,0.299,72.63,21795500.69
LINGGA,2019,89780,2210.82,0.282,64.98,4274268.9
KEPULAUAN ANAMBAS,2019,42310,627.03,0.281,68.48,17439770.75
KOTA BATAM,2019,1376010,1034.73,0.331,81.09,164490116.0
KOTA TANJUNG PINANG,2019,211580,150.37,0.314,78.73,20167982.49
DKI JAKARTA,2019,10557810,664.01,0.394,80.76,
KEP SERIBU,2019,24295,10.18,,,
KOTA JAKARTA SELATAN,2019,2264699,154.32,0.443,84.75,642464231.9
KOTA JAKARTA TIMUR,2019,2937859,182.7,0.376,82.69,488499494.7
KOTA JAKARTA PUSAT,2019,928109,52.38,0.358,81.24,699838120.0
KOTA JAKARTA BARAT,2019,2589933,124.44,0.387,81.21,470458815.6
KOTA JAKARTA UTARA,2019,1812915,139.99,0.355,80.17,522378823.6
JAWA BARAT,2019,49023200,35377.76,0.402,72.03,
BOGOR,2019,5965410,2710.62,0.404,70.65,237227082.1
SUKABUMI,2019,2466272,4145.7,0.347,66.87,67423121.28
CIANJUR,2019,2263072,3840.16,0.363,65.38,46957854.9
BANDUNG,2019,3775279,1767.96,0.355,72.41,123985749.0
GARUT,2019,2622425,3074.07,0.352,66.22,57874566.14
TASIKMALAYA,2019,1754128,2551.19,0.322,65.64,37310226.47
CIAMIS,2019,1195176,1414.71,0.354,70.39,31536104.02
KUNINGAN,2019,1080804,1110.56,0.435,69.12,25093153.97
CIREBON,2019,2192903,984.52,0.344,68.69,49135805.7
MAJALENGKA,2019,1205034,1204.24,0.347,67.52,31340233.1
SUMEDANG,2019,1152400,1518.33,0.344,71.46,35439626.58
INDRAMAYU,2019,1728469,2040.11,0.284,66.97,80389855.61
SUBANG,2019,1595825,1893.95,0.333,68.69,40790680.41
PURWAKARTA,2019,962893,825.74,0.399,70.67,67709507.58
KARAWANG,2019,2353915,1652.2,0.357,70.86,230201341.0
BEKASI,2019,3763886,1224.88,0.354,73.99,326083640.8
BANDUNG BARAT,2019,1699896,1305.77,0.362,68.27,47180080.5
PANGANDARAN,2019,399284,1010.0,0.31,68.21,11311685.83
KOTA BOGOR,2019,1112081,118.5,0.386,76.23,46197757.13
KOTA SUKABUMI,2019,328680,48.25,0.419,74.31,12387691.54
KOTA BANDUNG,2019,2507888,167.67,0.442,81.62,288460876.0
KOTA CIREBON,2019,319312,37.36,0.408,74.92,23491803.45
KOTA BEKASI,2019,3003923,206.61,0.352,81.59,98107697.77
KOTA DEPOK,2019,2406826,200.29,0.344,80.82,70964044.3
KOTA CIMAHI,2019,614304,39.27,0.437,78.11,32639542.12
KOTA TASIKMALAYA,2019,663517,171.61,0.36,72.84,21750914.27
KOTA BANJAR,2019,183110,113.49,0.302,71.75,4379813.96
JAWA TENGAH,2019,34718204,32817.69,0.361,71.73,
CILACAP,2019,1727098,2124.47,0.361,69.98,114117079.8
BANYUMAS,2019,1693006,1335.3,0.361,71.96,53948860.05
PURBALINGGA,2019,933989,677.55,0.361,68.99,24917589.96
BANJARNEGARA,2019,923192,1023.73,0.361,67.34,21599477.27
KEBUMEN,2019,1197982,1211.74,0.361,69.6,27936659.65
PURWOREJO,2019,718316,1091.49,0.361,72.5,18657373.14
WONOSOBO,2019,790504,981.41,0.361,68.27,18807664.1
MAGELANG,2019,1290591,1102.93,0.361,69.87,32497408.5
BOYOLALI,2019,984807,1008.45,0.361,73.8,32665981.16
KLATEN,2019,1174986,658.22,0.361,75.29,39766522.78
SUKOHARJO,2019,891912,489.12,0.361,76.84,36945880.36
WONOGIRI,2019,959492,1793.67,0.361,69.98,29044917.06
KARANGANYAR,2019,886519,775.44,0.361,75.89,37014752.03
SRAGEN,2019,890518,941.54,0.361,73.43,37836230.82
GROBOGAN,2019,1377788,2013.86,0.361,69.86,27278521.82
BLORA,2019,865013,1821.59,0.361,68.65,25965937.47
REMBANG,2019,638188,887.13,0.361,70.15,18944046.78
PATI,2019,1259590,1489.19,0.361,71.35,43039953.68
KUDUS,2019,871311,425.15,0.361,74.94,110580428.5
JEPARA,2019,1257912,1059.25,0.361,71.88,30230196.61
DEMAK,2019,1162805,900.12,0.361,71.87,26184294.58
SEMARANG,2019,1053786,950.21,0.361,74.14,49620375.46
TEMANGGUNG,2019,772018,837.71,0.361,69.56,21648988.07
KENDAL,2019,971086,1118.13,0.361,71.97,42550706.97
BATANG,2019,768583,788.65,0.361,68.42,21585719.48
PEKALONGAN,2019,897711,837.0,0.361,69.71,22857063.6
PEMALANG,2019,1302813,1118.03,0.361,66.32,25483601.77
TEGAL,2019,1440698,876.1,0.361,68.24,35217969.61
BREBES,2019,1809096,1902.37,0.361,66.12,46178657.58
KOTA MAGELANG,2019,122111,16.06,0.361,78.8,8806285.6
KOTA SURAKARTA,2019,519587,46.01,0.361,81.86,47999714.41
KOTA SALATIGA,2019,194084,57.36,0.361,83.12,13310955.95
KOTA SEMARANG,2019,1814110,373.78,0.361,83.19,191352036.3
KOTA PEKALONGAN,2019,307097,45.25,0.361,74.77,10873976.04
KOTA TEGAL,2019,249905,39.68,0.361,74.93,15284713.52
D I YOGYAKARTA,2019,3842932,3185.81,0.423,79.99,
KULON PROGO,2019,430220,586.27,0.359,74.44,11995771.6
BANTUL,2019,1018402,506.86,0.422,80.01,26310972.65
GUNUNG KIDUL,2019,742731,1485.36,0.325,69.96,18844736.16
SLEMAN,2019,1219640,574.82,0.417,83.85,47467978.09
KOTA YOGYAKARTA,2019,431939,32.5,0.371,86.65,36492640.29
JAWA TIMUR,2019,39698631,45609.78,0.37,71.5,
PACITAN,2019,555304,1389.92,0.4,68.16,15961908.38
PONOROGO,2019,871370,1305.7,0.35,70.56,20483747.99
TRENGGALEK,2019,696295,1147.22,0.37,69.46,18553191.68
TULUNGAGUNG,2019,1039284,1055.65,0.3,72.62,39215494.09
BLITAR,2019,1160677,1336.48,0.33,70.57,36447136.4
KEDIRI,2019,1574272,1386.05,0.3,71.85,41183683.13
MALANG,2019,2606204,3530.65,0.38,70.35,103744108.3
LUMAJANG,2019,1042395,1790.9,0.3,65.33,32620951.1
JEMBER,2019,2450668,3092.34,0.3,66.69,77225705.69
BANYUWANGI,2019,1613991,3593.06,0.31,70.6,83595729.11
BONDOWOSO,2019,775715,1525.97,0.3,66.09,19854048.49
SITUBONDO,2019,682978,1669.87,0.32,67.09,20210136.3
PROBOLINGGO,2019,1168503,1696.21,0.33,65.6,34013658.49
PASURUAN,2019,1627396,1474.02,0.31,68.29,145875790.9
SIDOARJO,2019,2249476,634.38,0.31,80.05,204201621.6
MOJOKERTO,2019,1117688,717.83,0.27,73.53,82387909.08
JOMBANG,2019,1263814,1115.09,0.33,72.85,40452477.72
NGANJUK,2019,1054611,1224.25,0.42,71.71,26651116.15
MADIUN,2019,682684,1037.58,0.33,71.69,18931550.75
MAGETAN,2019,628977,688.84,0.36,73.49,18850232.7
NGAWI,2019,830108,1295.98,0.34,70.41,20432646.96
BOJONEGORO,2019,1249692,2198.79,0.31,68.75,78046325.64
TUBAN,2019,1172790,1834.15,0.3,68.37,64992760.39
LAMONGAN,2019,1189106,1782.05,0.32,72.57,39725484.59
GRESIK,2019,1312881,1191.25,0.28,76.1,138893603.7
BANGKALAN,2019,986672,1001.44,0.31,63.79,24664205.21
SAMPANG,2019,978875,1233.08,0.27,61.94,19788732.21
PAMEKASAN,2019,879992,792.24,0.34,65.94,17028502.84
SUMENEP,2019,1088910,1998.54,0.3,66.22,33298636.46
KOTA KEDIRI,2019,287409,63.4,0.32,78.08,139244873.6
KOTA BLITAR,2019,141876,32.57,0.34,78.56,6791619.37
KOTA MALANG,2019,870682,145.28,0.34,81.32,72764205.45
KOTA PROBOLINGGO,2019,237208,56.67,0.27,73.27,11349178.22
KOTA PASURUAN,2019,200422,35.29,0.31,75.25,8287819.46
KOTA MOJOKERTO,2019,129014,16.47,0.31,77.96,6801696.59
KOTA MADIUN,2019,177007,33.29,0.35,80.88,14107339.9
KOTA SURABAYA,2019,2896195,350.54,0.41,82.22,580488529.0
KOTA BATU,2019,207490,136.74,0.32,75.88,16924991.2
BANTEN,2019,12927316,9662.92,0.365,72.44,
PANDEGLANG,2019,1211909,2746.89,0.31,64.91,27931123.75
LEBAK,2019,1302608,3426.56,0.297,63.88,28725281.3
TANGERANG,2019,3800787,1011.86,0.325,71.93,140089287.6
SERANG,2019,1508397,1734.28,0.305,66.38,76906395.06
KOTA TANGERANG,2019,2229901,153.93,0.328,78.43,171732446.3
KOTA CILEGON,2019,437205,175.5,0.315,73.01,103931063.6
KOTA SERANG,2019,688603,266.71,0.342,72.1,31602577.25
KOTA TANGERANG SELATAN,2019,1747906,147.19,0.331,81.48,82769481.67
BALI,2019,4336900,5590.21,0.366,75.38,
JEMBRANA,2019,278100,849.13,0.29,72.35,14136696.15
TABANAN,2019,445700,849.31,0.308,76.16,23795932.13
BADUNG,2019,670200,398.75,0.324,81.59,62836113.71
GIANYAR,2019,512200,364.36,0.287,77.14,28520276.65
KLUNGKUNG,2019,179100,313.96,0.385,71.71,9099504.1
BANGLI,2019,227300,526.76,0.274,69.35,6993642.45
KARANGASEM,2019,416600,839.32,0.313,67.34,17086880.04
BULELENG,2019,660600,1322.75,0.285,72.3,35362315.65
KOTA DENPASAR,2019,947100,125.87,0.347,83.68,55456044.06
NUSA TENGGARA BARAT,2019,5070385,18598.82,0.379,68.14,
LOMBOK BARAT,2019,694985,923.06,0.358,68.03,15452078.97
LOMBOK TENGAH,2019,947488,1095.03,0.364,66.36,17847298.26
LOMBOK TIMUR,2019,1200612,1230.76,0.359,66.23,20312142.09
SUMBAWA,2019,457671,6643.98,0.356,67.6,14803285.32
DOMPU,2019,252288,2391.54,0.357,67.83,7164672.91
BIMA,2019,488577,3405.63,0.363,66.37,11630913.49
SUMBAWA BARAT,2019,148606,1849.02,0.352,71.52,17431937.24
LOMBOK UTARA,2019,220412,776.25,0.355,64.49,4862645.87
KOTA MATARAM,2019,486715,61.3,0.355,79.1,19477378.82
KOTA BIMA,2019,173031,222.25,0.371,75.8,4267454.87
NUSA TENGGARA TIMUR,2019,5456203,47426.43,0.356,65.23,
SUMBA BARAT,2019,129710,737.42,0.342,63.56,2334270.55
SUMBA TIMUR,2019,258486,7000.5,0.332,65.34,6256177.54
KUPANG,2019,403582,5434.76,0.347,64.43,7602122.2
TIMOR TENGAH SELATAN,2019,467990,3947.0,0.334,62.23,7919627.89
TIMOR TENGAH UTARA,2019,254171,2669.7,0.295,63.34,4088904.66
BELU,2019,220115,1284.97,0.348,62.54,4482254.45
ALOR,2019,205599,2864.6,0.358,61.03,3055042.2
LEMBATA,2019,143074,1266.0,0.383,64.91,1856806.64
FLORES TIMUR,2019,255916,1813.2,0.305,64.34,5246068.64
SIKKA,2019,320401,1731.9,0.359,64.75,5121992.55
ENDE,2019,273929,2046.5,0.304,67.2,6105192.79
NGADA,2019,163217,1645.88,0.309,67.76,3473019.37
MANGGARAI,2019,338424,2096.44,0.257,64.15,4677114.28
ROTE NDAO,2019,172104,1280.0,0.406,62.22,3133983.68
MANGGARAI BARAT,2019,274689,2397.03,0.351,63.5,3466379.69
SUMBA TENGAH,2019,72800,1868.74,0.331,61.01,1176634.28
SUMBA BARAT DAYA,2019,344720,1480.46,0.321,62.6,3754697.9
NAGEKEO,2019,145826,1416.96,0.339,65.88,2241365.6
MANGGARAI TIMUR,2019,287207,2642.93,0.265,60.47,3212949.34
SABU RAIJUA,2019,97379,460.54,0.299,56.66,1416734.04
MALAKA,2019,191892,1160.63,0.328,60.34,2780150.45
KOTA KUPANG,2019,434972,180.27,0.345,79.55,24410950.69
KALIMANTAN BARAT,2019,5069127,149932.06,0.314,67.65,
SAMBAS,2019,535725,6394.7,0.256,67.02,20529976.46
BENGKAYANG,2019,255261,5396.3,0.303,67.57,8645002.95
LANDAK,2019,377305,8831.0,0.288,65.96,10546904.63
MEMPAWAH,2019,264225,2797.88,0.302,65.5,8298154.64
SANGGAU,2019,470224,12857.7,0.285,65.67,19158574.37
KETAPANG,2019,512783,31588.0,0.266,67.16,27488713.49
SINTANG,2019,418785,21638.0,0.277,66.7,14681419.84
KAPUAS HULU,2019,263207,29842.03,0.318,65.65,10205696.04
SEKADAU,2019,201578,6263.07,0.283,64.34,6432288.91
MELAWI,2019,208417,10640.8,0.357,65.54,5143748.58
KAYONG UTARA,2019,112715,4568.26,0.28,62.66,4133122.22
KUBU RAYA,2019,579331,8492.0,0.294,67.76,29105094.88
KOTA PONTIANAK,2019,646661,118.32,0.363,79.35,38708215.95
KOTA SINGKAWANG,2019,222910,504.0,0.291,71.72,10228390.5
KALIMANTAN TENGAH,2019,2649800,96612.5,0.336,70.91,
KOTAWARINGIN BARAT,2019,312011,10759.0,0.308,72.85,19332098.04
KOTAWARINGIN TIMUR,2019,470288,16796.0,0.299,71.16,26809508.03
KAPUAS,2019,359976,14999.0,0.344,69.38,16616838.7
BARITO SELATAN,2019,13245,883.0,0.297,70.1,6369126.15
BARITO UTARA,2019,132800,83.0,0.309,70.52,9801119.59
SUKAMARA,2019,65059,3827.0,0.33,67.95,4193483.92
LAMANDAU,2019,83382,6414.0,0.28,70.51,5489935.61
SERUYAN,2019,213252,16404.0,0.289,67.57,8552209.91
KATINGAN,2019,175000,175.0,0.274,68.55,8223734.66
PULANG PISAU,2019,125958,8997.0,0.357,68.34,5297948.62
GUNUNG MAS,2019,118855,10805.0,0.302,70.65,5737900.49
BARITO TIMUR,2019,126522,3834.0,0.339,71.34,7548501.93
MURUNG RAYA,2019,118500,237.0,0.309,67.89,8138125.22
KOTA PALANGKA RAYA,2019,292739,2399.5,0.357,80.77,18330719.52
KALIMANTAN SELATAN,2019,4244096,38744.23,0.334,70.72,
TANAH LAUT,2019,343890,3631.35,0.271,69.04,13902297.08
KOTABARU,2019,342217,9482.73,0.335,68.95,
BANJAR,2019,588066,4668.0,0.33,68.94,16626075.57
BARITO KUALA,2019,313595,2996.46,0.285,66.24,8696327.87
TAPIN,2019,191372,2700.82,0.268,70.13,8438249.39
HULU SUNGAI SELATAN,2019,237702,1804.94,0.288,68.8,6555479.18
HULU SUNGAI TENGAH,2019,272419,1472.0,0.288,68.8,7039389.04
HULU SUNGAI UTARA,2019,237573,892.7,0.327,65.49,4940268.0
TABALONG,2019,254322,3766.97,0.306,71.78,18175413.59
TANAH BUMBU,2019,360187,5006.96,0.346,70.5,20036047.04
BALANGAN,2019,131428,1878.3,0.273,68.39,11027661.3
KOTA BANJARMASIN,2019,708606,72.0,0.326,77.16,33012593.07
KOTA BANJAR BARU,2019,262719,371.0,0.357,79.22,9701100.82
KALIMANTAN TIMUR,2019,4328572,148137.31,0.33,76.61,
PASER,2019,199147,7730.88,0.262,72.29,48025891.19
KUTAI BARAT,2019,220154,20384.6,0.334,71.63,29135145.3
KUTAI KARTANEGARA,2019,824709,27263.1,0.278,73.78,162105543.9
KUTAI TIMUR,2019,432902,35747.5,0.346,73.49,133873512.6
BERAU,2019,395128,36962.37,0.345,74.88,39104693.57
PENAJAM PASER UTARA,2019,183452,3333.06,0.322,71.64,9124942.07
MAHAKAM ULU,2019,20828,15315.0,0.302,67.58,2718225.58
KOTA BALIKPAPAN,2019,681718,533.0,0.302,80.11,105138568.1
KOTA SAMARINDA,2019,874560,718.0,0.341,80.2,67604540.75
KOTA BONTANG,2019,163189,149.8,0.338,80.09,58006656.54
KALIMANTAN UTARA,2019,754677,75467.7,0.295,71.15,
MALINAU,2019,85241,42620.7,0.303,72.06,10618375.54
BULUNGAN,2019,139257,13925.72,0.309,71.66,18344046.92
TANA TIDUNG,2019,28971,4828.58,0.316,67.79,5663548.71
NUNUKAN,2019,207629,13841.9,0.282,66.32,25430864.44
KOTA TARAKAN,2019,270864,250.8,0.271,76.09,36266948.88
SULAWESI UTARA,2019,2506981,17441.05,0.37,72.99,
BOLAANG MONGONDOW,2019,247811,5397.69,0.3,67.82,8030465.12
MINAHASA,2019,341176,1025.85,0.35,75.47,17119637.74
KEPULAUAN SANGIHE,2019,131163,736.98,0.34,70.53,4247878.03
KEPULAUAN TALAUD,2019,92475,1251.02,0.38,68.97,2207729.55
MINAHASA SELATAN,2019,210695,1456.46,0.4,71.68,8599650.08
MINAHASA UTARA,2019,203624,1059.24,0.39,73.95,13838672.96
BOLAANG MONGONDOW UTARA,2019,80313,1856.86,0.34,66.91,2487774.7
SIAU TAGULANDANG BIARO,2019,66403,275.96,0.3,67.48,2366737.63
MINAHASA TENGGARA,2019,106899,730.63,0.38,70.47,5112061.18
BOLAANG MONGONDOW SELATAN,2019,66071,1932.6,0.34,65.28,2083907.77
BOLAANG MONGONDOW TIMUR,2019,72408,910.18,0.35,66.08,2878949.6
KOTA MANADO,2019,433635,162.53,0.36,79.12,37386743.27
KOTA BITUNG,2019,219004,313.51,0.33,74.2,16309509.56
KOTA TOMOHON,2019,106917,147.21,0.31,76.67,4290122.19
KOTA KOTAMOBAGU,2019,128387,184.33,0.33,73.22,3694343.99
SULAWESI TENGAH,2019,3054020,66418.8,0.327,69.5,
BANGGAI KEPULAUAN,2019,118400,2488.79,0.304,65.13,3865667.56
BANGGAI,2019,376810,9672.7,0.314,70.36,29527932.6
MOROWALI,2019,121300,5472.0,0.277,72.02,45349583.77
POSO,2019,256390,7112.25,0.286,71.4,9471862.45
DONGGALA,2019,304110,5275.69,0.292,65.49,12040466.7
TOLI-TOLI,2019,235800,4079.77,0.326,65.42,8452601.36
BUOL,2019,162180,4043.57,0.309,67.69,5716683.62
PARIGI MOUTONG,2019,490920,6231.85,0.272,65.47,17844979.6
TOJO UNA-UNA,2019,153990,5721.15,0.272,64.52,5691846.82
SIGI,2019,239420,5196.02,0.277,68.16,8979021.84
BANGGAI LAUT,2019,75000,725.67,0.237,65.27,2390825.91
MOROWALI UTARA,2019,128320,10004.28,0.291,68.45,11091330.58
KOTA PALU,2019,391380,395.06,0.304,81.5,25033058.8
SULAWESI SELATAN,2019,8819549,45119.16,0.389,71.66,
KEPULAUAN SELAYAR,2019,134286,1357.03,0.301,66.91,6444224.78
BULUKUMBA,2019,418627,1154.58,0.377,68.28,14214593.94
BANTAENG,2019,187472,395.83,0.338,68.3,8781044.54
JENEPONTO,2019,363755,749.79,0.331,64.0,10089861.29
TAKALAR,2019,295078,566.51,0.482,66.94,10157346.94
GOWA,2019,761491,1883.33,0.354,69.66,20938996.54
SINJAI,2019,243323,819.96,0.354,67.05,10960624.78
MAROS,2019,351649,1619.12,0.382,69.5,22717974.51
PANGKAJENE DAN KEPULAUAN,2019,334597,898.29,0.328,68.29,25990178.03
BARRU,2019,173965,1174.72,0.36,70.6,7271220.83
BONE,2019,753694,4559.0,0.366,65.67,36034839.17
SOPPENG,2019,228686,1500.0,0.392,68.26,10938272.12
WAJO,2019,402323,2506.19,0.347,69.05,19838813.53
SIDENRENG RAPPANG,2019,298842,1102.1,0.284,71.05,13893724.49
PINRANG,2019,376784,1961.77,0.336,71.12,19630319.95
ENREKANG,2019,206881,1786.01,0.359,72.66,7298244.01
LUWU,2019,363754,2909.08,0.352,70.39,15657672.08
TANA TORAJA,2019,236255,2054.3,0.362,68.25,7479773.62
LUWU UTARA,2019,313264,7502.58,0.364,69.46,13047331.17
LUWU TIMUR,2019,294288,6944.88,0.387,72.8,20994219.79
TORAJA UTARA,2019,233603,1151.47,0.38,69.23,9596352.48
KOTA MAKASAR,2019,1521091,175.77,0.39,82.25,178430057.2
KOTA PAREPARE,2019,144446,99.33,0.35,77.62,7230401.13
KOTA PALOPO,2019,181395,247.52,0.338,77.98,7942481.04
SULAWESI TENGGARA,2019,2704737,39439.18,0.399,71.2,
BUTON,2019,102641,1648.04,0.392,65.67,3838522.3
MUNA,2019,224099,2057.69,0.435,68.97,6928623.3
KONAWE,2019,254695,6087.68,0.366,71.29,9514356.57
KOLAKA,2019,261664,3283.59,0.335,73.01,25891406.81
KONAWE SELATAN,2019,314785,4237.74,0.348,67.88,12105045.68
BOMBANA,2019,184570,3316.16,0.413,65.65,6385420.45
WAKATOBI,2019,95892,473.62,0.382,68.99,4355854.77
KOLAKA UTARA,2019,150831,3392.0,0.316,68.91,8674218.43
BUTON UTARA,2019,64072,1923.03,0.349,67.68,3130904.14
KONAWE UTARA,2019,63814,5101.76,0.377,69.22,3926028.91
KOLAKA TIMUR,2019,133324,3992.53,0.319,66.49,4427152.31
KONAWE KEPULAUAN,2019,34219,867.58,0.366,65.05,1384400.77
MUNA BARAT,2019,81624,1022.89,0.37,64.45,2589005.44
BUTON TENGAH,2019,93091,958.0,0.371,64.06,2337242.14
BUTON SELATAN,2019,80784,510.0,0.354,64.37,2905029.02
KOTA KENDARI,2019,392830,271.8,0.341,82.86,22153506.64
KOTA BAUBAU,2019,171802,295.07,0.438,75.21,9037831.28
GORONTALO,2019,1202631,12776.62,0.41,68.49,
BOALEMO,2019,167024,2567.36,0.41,65.53,5411181.78
KAB GORONTALO,2019,378527,2124.6,0.41,66.69,12880839.3
POHUWATO,2019,161373,4244.31,0.41,65.27,6621889.02
BONE BOLANGO,2019,161236,1984.31,0.41,69.63,4578245.84
GORONTALO UTARA,2019,115072,1777.02,0.41,64.52,3369049.12
KOTA GORONTALO,2019,219399,79.02,0.41,77.08,8452775.68
SULAWESI BARAT,2019,1380256,17100.53,0.365,65.73,
MAJENE,2019,173884,947.84,0.398,66.59,4970738.55
POLEWALI MANDAR,2019,442576,2022.3,0.362,63.74,13369858.8
MAMASA,2019,161971,3005.88,0.383,65.32,2977766.41
MAMUJU,2019,293326,4979.89,0.362,67.72,11721694.55
MAMUJU UTARA / PASANGKAYU,2019,174471,3043.75,0.323,67.27,
MAMUJU TENGAH,2019,134028,3100.87,0.301,65.1,3146390.86
MALUKU,2019,1802870,46914.03,0.32,69.45,
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2019,113012,4465.79,0.32,62.86,
MALUKU TENGGARA,2019,99790,1031.81,0.32,65.85,3225119.16
MALUKU TENGAH,2019,373378,7953.81,0.32,71.25,8659718.56
BURU,2019,143688,4932.32,0.32,68.91,2404071.76
KEPULAUAN ARU,2019,96114,8152.42,0.32,63.64,3476139.55
SERAM BAGIAN BARAT,2019,171586,5033.38,0.32,65.49,3001670.99
SERAM BAGIAN TIMUR,2019,114677,6429.88,0.32,63.74,2904398.46
MALUKU BARAT DAYA,2019,73103,4581.06,0.32,61.55,1645531.83
BURU SELATAN,2019,63328,3780.56,0.32,64.42,1405878.87
KOTA AMBON,2019,478616,298.61,0.32,80.81,14808718.93
KOTA TUAL,2019,75578,254.39,0.32,67.74,2457317.31
MALUKU UTARA,2019,1255775,31982.5,0.312,68.7,
HALMAHERA BARAT,2019,118289,1704.2,0.249,65.34,2242565.04
HALMAHERA TENGAH,2019,55729,2653.76,0.292,65.55,2416986.73
KEPULAUAN SULA,2019,102897,3304.32,0.286,63.64,2484456.92
HALMAHERA SELATAN,2019,235096,8148.9,0.261,64.11,7221424.1
HALMAHERA UTARA,2019,193832,3896.9,0.24,67.75,5592458.62
HALMAHERA TIMUR,2019,95022,6571.37,0.279,66.74,3484594.74
PULAU MOROTAI,2019,67273,2476.0,0.281,62.38,1528461.54
PULAU TALIABU,2019,53020,1469.93,0.242,60.62,1449280.97
KOTA TERNATE,2019,233208,111.39,0.268,80.03,10632249.58
KOTA TIDORE KEPULAUAN,2019,101410,1645.73,0.26,70.83,2880484.17
PAPUA BARAT,2019,"959,617",64134.66,0.386,64.7,
FAKFAK,2019,"78,686",14320.0,0.39,67.87,5263400.01
KAIMANA,2019,"60,216",16241.84,0.402,64.59,2740004.47
TELUK WONDAMA,2019,"32,521",3959.53,0.413,59.82,1561238.5
TELUK BINTUNI,2019,"64,406",20840.83,0.364,64.0,31332444.58
MANOKWARI,2019,"177,346",3186.28,0.383,71.67,9767074.92
SORONG SELATAN,2019,"46,922",6594.31,0.423,61.93,1908124.62
SORONG,2019,"88,927",6544.23,0.389,65.29,11066402.29
RAJA AMPAT,2019,"48,493",8034.44,0.389,63.66,2960189.55
TAMBRAUW,2019,"13,879",11529.18,0.285,52.9,236188.78
MAYBRAT,2019,"40,899",5461.69,0.365,59.15,734878.72
MANOKWARI SELATAN,2019,"24,220",2812.44,0.403,59.72,844693.73
PEGUNUNGAN ARFAK,2019,"28,808",2773.74,0.294,56.15,207470.35
KOTA SORONG,2019,"254,294",656.64,0.32,77.98,15895710.81
PAPUA,2019,3322526,78346.39,0.394,60.84,
MERAUKE,2019,225714,44071.0,0.386,69.98,16023135.34
JAYAWIJAYA,2019,214994,13925.31,0.318,57.79,8331539.26
JAYAPURA,2019,128587,11157.15,0.401,71.84,16381306.12
NABIRE,2019,147921,11112.61,0.36,68.53,11084220.05
KEPULAUAN YAPEN,2019,97412,2050.0,0.381,67.76,4250565.02
BIAK NUMFOR,2019,148404,2602.0,0.372,72.57,5486107.53
PANIAI,2019,173392,6525.25,0.351,56.58,4181796.55
PUNCAK JAYA,2019,126113,5996.94,0.415,48.33,1404627.28
MIMIKA,2019,215493,21633.0,0.293,74.13,54834540.28
BOVEN DIGOEL,2019,67717,27108.0,0.392,61.51,4818163.77
MAPPI,2019,99599,24118.0,0.416,58.3,2957682.98
ASMAT,2019,95606,31983.69,0.398,50.37,2470834.23
YAHUKIMO,2019,189092,17152.0,0.414,49.25,2422166.84
PEGUNUNGAN BINTANG,2019,74396,15683.0,0.373,45.21,1913609.0
TOLIKARA,2019,137695,14564.0,0.34,49.68,1593214.05
SARMI,2019,39406,17742.0,0.436,63.45,2819691.88
KEEROM,2019,55799,8390.0,0.432,66.59,2855769.65
WAROPEN,2019,30612,10977.09,0.369,65.34,2052786.84
SUPIORI,2019,20018,678.32,0.364,62.3,1009182.25
MAMBERAMO RAYA,2019,23307,23813.91,0.411,52.2,1646546.47
NDUGA,2019,97517,12941.0,0.188,30.75,1216569.56
