Regency/City,Year,Land Area (km2),Population,GDP,Gini,HDI
KOTA PANGKAL PINANG,2022,104.54,226297.0,17277544.15,0.236,79.24
KARIMUN,2022,930.45,266177.0,15554497.43,0.288,72.65
BINTAN,2022,1317.15,165781.0,22995777.49,0.288,74.99
NATUNA,2022,1999.16,85446.0,24265429.84,0.291,73.47
LINGGA,2022,2210.82,102853.0,4852610.13,0.277,66.57
KEPULAUAN ANAMBAS,2022,627.03,50296.0,19909089.78,0.313,69.61
KOTA BATAM,2022,1034.73,1269413.0,194836257.2,0.336,81.67
KOTA TANJUNG PINANG,2022,150.37,239854.0,21792471.59,0.347,79.64
KEP SERIBU,2022,10.18,28925.0,10134628.69,0.211,72.79
KOTA JAKARTA SELATAN,2022,154.32,2244623.0,730224707.9,0.377,85.21
KOTA JAKARTA TIMUR,2022,182.7,3083883.0,546877291.2,0.374,83.45
KOTA JAKARTA PUSAT,2022,52.38,1079995.0,794935797.9,0.343,82.11
KOTA JAKARTA BARAT,2022,124.44,2448975.0,540696903.4,0.422,82.51
KOTA JAKARTA UTARA,2022,139.99,1793550.0,587659637.0,0.543,80.81
BOGOR,2022,2710.62,5473476.0,267743693.1,0.4,71.2
SUKABUMI,2022,4145.7,2708966.0,76243665.35,0.309,67.64
CIANJUR,2022,3840.16,2506384.0,53988970.65,0.313,65.94
BANDUNG,2022,1767.96,3708344.0,143002068.5,0.37,73.16
GARUT,2022,3074.07,2759490.0,66590619.98,0.302,67.41
TASIKMALAYA,2022,2551.19,1939683.0,42659502.77,0.378,66.84
CIAMIS,2022,1414.71,1267878.0,36773714.56,0.337,71.45
KUNINGAN,2022,1110.56,1218332.0,29519831.26,0.345,70.16
CIREBON,2022,984.52,2411302.0,56653642.54,0.355,70.06
MAJALENGKA,2022,1204.24,1340016.0,37778836.04,0.367,68.56
SUMEDANG,2022,1518.33,1187620.0,40220759.18,0.394,72.69
INDRAMAYU,2022,2040.11,1912850.0,90773384.43,0.3,68.55
SUBANG,2022,1893.95,1618380.0,46110396.01,0.36,69.87
PURWAKARTA,2022,825.74,1020994.0,76468931.27,0.367,71.56
KARAWANG,2022,1652.2,2509839.0,268228786.3,0.353,71.74
BEKASI,2022,1224.88,3147268.0,367573268.0,0.373,75.22
BANDUNG BARAT,2022,1305.77,3708344.0,52921291.14,0.368,69.04
PANGANDARAN,2022,1010.0,436748.0,13163695.66,0.294,69.03
KOTA BOGOR,2022,118.5,1114018.0,52914598.44,0.43,77.17
KOTA SUKABUMI,2022,48.25,358854.0,14192254.06,0.482,75.4
KOTA BANDUNG,2022,167.67,2545005.0,328317612.3,0.459,82.5
KOTA CIREBON,2022,37.36,346438.0,26617841.99,0.468,75.89
KOTA BEKASI,2022,206.61,2486251.0,109881376.1,0.441,82.46
KOTA DEPOK,2022,200.29,1920182.0,81166746.76,0.394,81.86
KOTA CIMAHI,2022,39.27,566537.0,37538209.79,0.408,78.77
KOTA TASIKMALAYA,2022,171.61,746710.0,24974677.66,0.405,73.83
KOTA BANJAR,2022,113.49,207625.0,4916166.53,0.362,72.55
CILACAP,2022,2124.47,1988622.0,120938296.4,0.356,70.99
BANYUMAS,2022,1335.3,1806013.0,62852908.13,0.353,73.17
PURBALINGGA,2022,677.55,1019840.0,28820822.77,0.344,69.54
BANJARNEGARA,2022,1023.73,1038718.0,24996481.74,0.365,68.61
KEBUMEN,2022,1211.74,1376825.0,32601944.7,0.354,70.79
PURWOREJO,2022,1091.49,778257.0,21349004.94,0.353,73.6
WONOSOBO,2022,981.41,896346.0,21590618.38,0.363,68.89
MAGELANG,2022,1102.93,1312573.0,37449365.03,0.362,70.85
BOYOLALI,2022,1008.45,1079952.0,38814934.12,0.366,74.97
KLATEN,2022,658.22,1275850.0,46613428.71,0.364,76.95
SUKOHARJO,2022,489.12,916627.0,42819987.27,0.368,77.94
WONOGIRI,2022,1793.67,1057087.0,33699422.13,0.348,71.04
KARANGANYAR,2022,775.44,947642.0,43116960.28,0.36,76.58
SRAGEN,2022,941.54,992243.0,44280477.06,0.349,74.65
GROBOGAN,2022,2013.86,1470150.0,31819468.19,0.333,70.97
BLORA,2022,1821.59,888224.0,30968894.31,0.342,69.95
REMBANG,2022,887.13,650770.0,22107209.24,0.326,71.0
PATI,2022,1489.19,1339572.0,50110967.1,0.358,73.14
KUDUS,2022,425.15,856472.0,114664501.5,0.379,75.89
JEPARA,2022,1059.25,1192811.0,35001075.36,0.342,73.15
DEMAK,2022,900.12,1223217.0,30256163.85,0.3,73.36
SEMARANG,2022,950.21,1068492.0,56632203.74,0.345,74.67
TEMANGGUNG,2022,837.71,799764.0,24733342.72,0.37,70.77
KENDAL,2022,1118.13,1033367.0,49705156.3,0.367,73.19
BATANG,2022,788.65,813791.0,25488048.01,0.293,69.45
PEKALONGAN,2022,837.0,986455.0,25998888.9,0.314,70.81
PEMALANG,2022,1118.03,1500754.0,29948827.68,0.319,67.19
TEGAL,2022,876.1,1623595.0,40781386.16,0.354,69.53
BREBES,2022,1902.37,2010617.0,53771057.5,0.342,67.03
KOTA MAGELANG,2022,16.06,121675.0,10088598.49,0.427,80.39
KOTA SURAKARTA,2022,46.01,523008.0,55964803.85,0.419,83.08
KOTA SALATIGA,2022,57.36,195065.0,15407642.3,0.45,84.35
KOTA SEMARANG,2022,373.78,1659975.0,227619168.1,0.438,84.08
KOTA PEKALONGAN,2022,45.25,309742.0,12599933.42,0.337,75.9
KOTA TEGAL,2022,39.68,278299.0,17706313.13,0.373,76.15
KULON PROGO,2022,586.27,451342.0,14303541.52,0.38,75.46
BANTUL,2022,506.86,1013170.0,31197825.1,0.41,80.69
GUNUNG KIDUL,2022,1485.36,770883.0,22742949.76,0.316,70.96
SLEMAN,2022,574.82,1147562.0,54656658.04,0.418,84.31
KOTA YOGYAKARTA,2022,32.5,378913.0,42628181.76,0.519,87.69
PACITAN,2022,1389.92,592916.0,17986467.59,0.34,69.37
PONOROGO,2022,1305.7,964253.0,23028248.81,0.34,71.87
TRENGGALEK,2022,1147.22,739669.0,20882311.9,0.33,71.0
TULUNGAGUNG,2022,1055.65,1105337.0,44133475.7,0.34,74.06
BLITAR,2022,1336.48,1240322.0,41379309.56,0.34,71.86
KEDIRI,2022,1386.05,1656020.0,46665030.99,0.33,73.46
MALANG,2022,3530.65,2685900.0,117457030.3,0.37,71.38
LUMAJANG,2022,1790.9,1137227.0,36663727.61,0.35,66.95
JEMBER,2022,3092.34,2567718.0,88075446.11,0.3,67.97
BANYUWANGI,2022,3593.06,1731731.0,93298945.07,0.33,71.94
BONDOWOSO,2022,1525.97,781417.0,22901855.26,0.36,67.31
SITUBONDO,2022,1669.87,691260.0,23128644.08,0.3,68.25
PROBOLINGGO,2022,1696.21,1159965.0,38932779.06,0.28,66.96
PASURUAN,2022,1474.02,1619035.0,172654172.2,0.33,69.68
SIDOARJO,2022,634.38,2103401.0,245222460.6,0.37,81.02
MOJOKERTO,2022,717.83,1133584.0,95738109.45,0.33,74.89
JOMBANG,2022,1115.09,1335972.0,45930422.31,0.31,74.05
NGANJUK,2022,1224.25,1117033.0,30819748.28,0.3,72.93
MADIUN,2022,1037.58,757665.0,21879380.17,0.35,72.39
MAGETAN,2022,688.84,678343.0,21194741.15,0.35,74.85
NGAWI,2022,1295.98,877432.0,22454952.86,0.3,71.75
BOJONEGORO,2022,2198.79,1315125.0,100492890.2,0.28,70.12
TUBAN,2022,1834.15,1209543.0,75187654.03,0.34,69.67
LAMONGAN,2022,1782.05,1371509.0,45441047.25,0.27,74.02
GRESIK,2022,1191.25,1332664.0,163907912.3,0.36,77.16
BANGKALAN,2022,1001.44,1086620.0,27164196.77,0.31,65.05
SAMPANG,2022,1233.08,984162.0,23009313.55,0.28,63.39
PAMEKASAN,2022,792.24,857818.0,19263350.51,0.3,66.99
SUMENEP,2022,1998.54,1136632.0,40255322.85,0.27,67.87
KOTA KEDIRI,2022,63.4,289418.0,152791144.6,0.37,79.59
KOTA BLITAR,2022,32.57,151960.0,7833939.5,0.38,79.93
KOTA MALANG,2022,145.28,846126.0,84807432.08,0.42,82.71
KOTA PROBOLINGGO,2022,56.67,243200.0,12931380.88,0.32,74.56
KOTA PASURUAN,2022,35.29,211497.0,9452824.46,0.36,76.54
KOTA MOJOKERTO,2022,16.47,134350.0,7637024.08,0.38,79.32
KOTA MADIUN,2022,33.29,199192.0,15825612.53,0.4,82.01
KOTA SURABAYA,2022,350.54,2887223.0,655616221.6,0.39,82.74
KOTA BATU,2022,136.74,216735.0,18587601.95,0.31,77.22
PANDEGLANG,2022,2746.89,1307288.4,32025112.53,0.302,65.84
LEBAK,2022,3426.56,1433484.0,33469202.33,0.312,64.71
TANGERANG,2022,1011.86,3352147.2,160168176.8,0.282,72.97
SERANG,2022,1734.28,1678524.0,87983132.91,0.284,67.75
KOTA TANGERANG,2022,153.93,1930915.2,182210783.9,0.383,78.9
KOTA CILEGON,2022,175.5,450873.6,120746796.6,0.318,73.95
KOTA SERANG,2022,266.71,720417.6,36723840.08,0.354,72.98
KOTA TANGERANG SELATAN,2022,147.19,1378350.0,96136882.58,0.359,81.95
JEMBRANA,2022,849.13,327854.0,14532255.74,0.326,73.58
TABANAN,2022,849.31,46934.0,23681297.92,0.299,76.75
BADUNG,2022,398.75,549527.0,55290000.16,0.316,82.13
GIANYAR,2022,364.36,523972.0,27944205.76,0.307,78.39
KLUNGKUNG,2022,313.96,214012.0,9210208.54,0.351,72.55
BANGLI,2022,526.76,267133.0,7337505.92,0.288,70.26
KARANGASEM,2022,839.32,511277.0,17669491.36,0.297,68.28
BULELENG,2022,1322.75,825141.0,35805284.19,0.281,73.45
KOTA DENPASAR,2022,125.87,726808.0,54650427.19,0.368,84.37
LOMBOK BARAT,2022,923.06,742074.0,16561845.38,0.421,69.41
LOMBOK TENGAH,2022,1095.03,1069583.0,19243330.35,0.313,67.57
LOMBOK TIMUR,2022,1230.76,1368136.0,22599855.8,0.274,67.59
SUMBAWA,2022,6643.98,522357.0,16093638.72,0.406,68.89
DOMPU,2022,2391.54,243404.0,7825997.01,0.312,69.15
BIMA,2022,3405.63,527664.0,12735030.25,0.372,67.57
SUMBAWA BARAT,2022,1849.02,150338.0,31512494.38,0.375,72.65
LOMBOK UTARA,2022,776.25,254145.0,5050980.27,0.317,65.7
KOTA MATARAM,2022,61.3,437162.0,21182263.55,0.445,79.59
KOTA BIMA,2022,222.25,159107.0,4574612.88,0.429,76.84
SUMBA BARAT,2022,737.42,152407.0,2583328.17,0.334,64.43
SUMBA TIMUR,2022,7000.5,248776.0,6825709.43,0.334,66.17
KUPANG,2022,5434.76,379464.0,8482036.63,0.334,65.04
TIMOR TENGAH SELATAN,2022,3947.0,459600.0,8810387.57,0.334,62.73
TIMOR TENGAH UTARA,2022,2669.7,266293.0,4493531.05,0.334,64.26
BELU,2022,1284.97,224306.0,5037063.48,0.334,63.22
ALOR,2022,2864.6,216629.0,3362313.43,0.334,62.26
LEMBATA,2022,1266.0,139787.0,2018074.56,0.334,65.47
FLORES TIMUR,2022,1813.2,286270.0,5643376.17,0.334,64.93
SIKKA,2022,1731.9,326999.0,5703285.2,0.334,66.06
ENDE,2022,2046.5,273553.0,6792616.92,0.334,67.97
NGADA,2022,1645.88,170115.0,3819385.61,0.334,68.26
MANGGARAI,2022,2096.44,317646.0,4994854.86,0.334,65.83
ROTE NDAO,2022,1280.0,148811.0,3517705.87,0.334,63.21
MANGGARAI BARAT,2022,2397.03,263687.0,3883612.14,0.334,64.92
SUMBA TENGAH,2022,1868.74,90482.0,1303392.28,0.334,62.71
SUMBA BARAT DAYA,2022,1480.46,308106.0,4175045.97,0.334,63.15
NAGEKEO,2022,1416.96,166002.0,2487416.23,0.334,66.22
MANGGARAI TIMUR,2022,2642.93,280732.0,3649841.02,0.334,62.3
SABU RAIJUA,2022,460.54,92792.0,1543494.85,0.334,57.9
MALAKA,2022,1160.63,188191.0,3146299.56,0.334,61.34
KOTA KUPANG,2022,180.27,465637.0,26199550.26,0.334,80.2
SAMBAS,2022,6394.7,647844.0,24415408.15,0.256,67.95
BENGKAYANG,2022,5396.3,296855.0,10324506.41,0.303,68.74
LANDAK,2022,8831.0,405396.0,12775764.64,0.288,67.17
MEMPAWAH,2022,2797.88,310927.0,9955619.85,0.302,66.94
SANGGAU,2022,12857.7,492989.0,23847058.94,0.285,66.91
KETAPANG,2022,31588.0,591917.0,34315187.0,0.266,67.92
SINTANG,2022,21638.0,426416.0,17330129.01,0.277,67.86
KAPUAS HULU,2022,29842.03,254995.0,12187100.86,0.318,66.7
SEKADAU,2022,6263.07,214429.0,7884125.76,0.283,65.58
MELAWI,2022,10640.8,235025.0,6176540.85,0.357,66.81
KAYONG UTARA,2022,4568.26,131104.0,4980741.54,0.28,63.81
KUBU RAYA,2022,8492.0,622217.0,35275464.64,0.294,68.91
KOTA PONTIANAK,2022,118.32,669795.0,44320310.5,0.363,80.48
KOTA SINGKAWANG,2022,504.0,241467.0,11931618.9,0.291,72.89
KOTAWARINGIN BARAT,2022,10759.0,274935.0,26265063.99,0.315,73.41
KOTAWARINGIN TIMUR,2022,16796.0,436079.0,33458430.49,0.292,71.67
KAPUAS,2022,14999.0,423210.0,22998135.63,0.303,70.01
BARITO SELATAN,2022,883.0,131997.0,8131626.99,0.309,71.01
BARITO UTARA,2022,83.0,160235.0,14297642.46,0.301,71.21
SUKAMARA,2022,3827.0,66845.0,5459988.14,0.322,68.94
LAMANDAU,2022,6414.0,104387.0,7343096.79,0.318,71.11
SERUYAN,2022,16404.0,166072.0,10808711.83,0.292,68.24
KATINGAN,2022,175.0,163989.0,9968593.07,0.25,69.74
PULANG PISAU,2022,8997.0,136221.0,6464138.66,0.288,69.01
GUNUNG MAS,2022,10805.0,142309.0,8135262.31,0.262,71.4
BARITO TIMUR,2022,3834.0,115406.0,10945007.21,0.294,72.07
MURUNG RAYA,2022,237.0,113483.0,12998614.08,0.26,68.63
KOTA PALANGKA RAYA,2022,2399.5,305907.0,21954874.76,0.383,81.16
TANAH LAUT,2022,3631.35,361044.0,19019178.93,0.263,70.35
KOTABARU,2022,9482.73,334158.0,33313304.08,0.331,69.74
BANJAR,2022,4668.0,579910.0,21071724.88,0.3,70.72
BARITO KUALA,2022,2996.46,321769.0,9871873.16,0.289,67.37
TAPIN,2022,2700.82,194628.0,12770255.04,0.291,71.02
HULU SUNGAI SELATAN,2022,1804.94,232212.0,8349097.08,0.26,69.76
HULU SUNGAI TENGAH,2022,1472.0,263061.0,7947821.59,0.228,69.7
HULU SUNGAI UTARA,2022,892.7,231290.0,5671781.95,0.301,66.84
TABALONG,2022,3766.97,261353.0,29172842.76,0.337,73.13
TANAH BUMBU,2022,5006.96,335079.0,31058585.38,0.292,71.79
BALANGAN,2022,1878.3,134512.0,19540390.18,0.266,69.73
KOTA BANJARMASIN,2022,72.0,667489.0,38498355.31,0.33,77.97
KOTA BANJAR BARU,2022,371.0,265575.0,11788180.52,0.341,79.68
PASER,2022,7730.88,280065.0,76201776.04,0.282,73.44
KUTAI BARAT,2022,20384.6,175998.0,43409061.26,0.3,72.92
KUTAI KARTANEGARA,2022,27263.1,738189.0,240402389.8,0.269,74.67
KUTAI TIMUR,2022,35747.5,468820.0,211094483.7,0.304,74.35
BERAU,2022,36962.37,258537.0,60155558.08,0.352,75.74
PENAJAM PASER UTARA,2022,3333.06,183043.0,13187390.18,0.274,72.55
MAHAKAM ULU,2022,15315.0,33535.0,3169293.29,0.288,68.75
KOTA BALIKPAPAN,2022,533.0,703611.0,127325667.4,0.334,81.13
KOTA SAMARINDA,2022,718.0,834824.0,83335592.94,0.346,81.43
KOTA BONTANG,2022,149.8,183161.0,63109984.27,0.324,80.94
MALINAU,2022,42620.7,85316.0,17573724.45,0.26,72.75
BULUNGAN,2022,13925.72,157593.0,24222774.6,0.287,72.08
TANA TIDUNG,2022,4828.58,27571.0,8610140.61,0.279,68.6
NUNUKAN,2022,13841.9,208303.0,40229006.3,0.265,67.16
KOTA TARAKAN,2022,250.8,248972.0,47493261.34,0.267,76.68
BOLAANG MONGONDOW,2022,5397.69,252648.0,9776743.18,0.317,68.95
MINAHASA,2022,1025.85,350317.0,20369103.9,0.308,76.18
KEPULAUAN SANGIHE,2022,736.98,140165.0,5223114.39,0.323,71.63
KEPULAUAN TALAUD,2022,1251.02,95545.0,2631254.5,0.356,70.43
MINAHASA SELATAN,2022,1456.46,241680.0,10526853.35,0.382,72.89
MINAHASA UTARA,2022,1059.24,229368.0,17226062.26,0.385,74.69
BOLAANG MONGONDOW UTARA,2022,1856.86,84543.0,2982217.05,0.351,68.06
SIAU TAGULANDANG BIARO,2022,275.96,72517.0,2856399.1,0.323,68.94
MINAHASA TENGGARA,2022,730.63,118023.0,6147384.78,0.351,71.48
BOLAANG MONGONDOW SELATAN,2022,1932.6,71481.0,2503515.64,0.307,65.9
BOLAANG MONGONDOW TIMUR,2022,910.18,92299.0,3532941.18,0.37,67.21
KOTA MANADO,2022,162.53,454606.0,43920436.56,0.373,79.66
KOTA BITUNG,2022,313.51,229795.0,20620259.81,0.346,74.7
KOTA TOMOHON,2022,147.21,101151.0,5034345.22,0.374,77.44
KOTA KOTAMOBAGU,2022,184.33,125405.0,4412657.65,0.404,73.96
BANGGAI KEPULAUAN,2022,2488.79,123576.0,4568791.04,0.28,66.08
BANGGAI,2022,9672.7,370971.0,40884589.93,0.315,71.08
MOROWALI,2022,5472.0,176244.0,146599319.4,0.285,72.55
POSO,2022,7112.25,252650.0,10891751.76,0.256,71.93
DONGGALA,2022,5275.69,305890.0,13769850.83,0.28,66.25
TOLI-TOLI,2022,4079.77,228641.0,9697264.87,0.295,66.76
BUOL,2022,4043.57,148246.0,6712637.69,0.266,68.72
PARIGI MOUTONG,2022,6231.85,446712.0,20061496.63,0.279,66.26
TOJO UNA-UNA,2022,5721.15,169478.0,6376490.46,0.25,65.54
SIGI,2022,5196.02,266812.0,10600722.75,0.265,69.05
BANGGAI LAUT,2022,725.67,71345.0,2803560.31,0.247,66.22
MOROWALI UTARA,2022,10004.28,124006.0,21098783.3,0.269,68.97
KOTA PALU,2022,395.06,381572.0,28445143.63,0.355,82.02
KEPULAUAN SELAYAR,2022,1357.03,139145.0,7480469.86,0.35,68.35
BULUKUMBA,2022,1154.58,443292.0,17233311.24,0.361,70.34
BANTAENG,2022,395.83,199399.0,12164144.5,0.32,69.69
JENEPONTO,2022,749.79,410639.0,11779825.13,0.338,65.13
TAKALAR,2022,566.51,305077.0,12257053.58,0.375,68.31
GOWA,2022,1883.33,783167.0,25611853.02,0.364,70.99
SINJAI,2022,819.96,263827.0,13530369.3,0.357,68.33
MAROS,2022,1619.12,403774.0,23544303.31,0.362,71.0
PANGKAJENE DAN KEPULAUAN,2022,898.29,351426.0,30481857.34,0.334,69.79
BARRU,2022,1174.72,186910.0,8878366.64,0.366,71.53
BONE,2022,4559.0,813188.0,43640843.99,0.376,67.01
SOPPENG,2022,1500.0,236049.0,13741836.11,0.386,69.7
WAJO,2022,2506.19,379706.0,24352778.91,0.375,70.26
SIDENRENG RAPPANG,2022,1102.1,327416.0,16698995.21,0.354,72.06
PINRANG,2022,1961.77,411795.0,23765146.26,0.363,71.97
ENREKANG,2022,1786.01,230622.0,9025308.21,0.346,73.39
LUWU,2022,2909.08,369820.0,19980972.19,0.364,71.36
TANA TORAJA,2022,2054.3,291046.0,8757441.62,0.355,69.88
LUWU UTARA,2022,7502.58,327820.0,16050743.43,0.349,70.51
LUWU TIMUR,2022,6944.88,305521.0,28407908.38,0.394,73.92
TORAJA UTARA,2022,1151.47,268198.0,11311305.84,0.356,70.36
KOTA MAKASAR,2022,175.77,1432189.0,208935792.3,0.395,83.12
KOTA PAREPARE,2022,99.33,154854.0,8697277.09,0.379,78.54
KOTA PALOPO,2022,247.52,190867.0,9767894.84,0.371,78.91
BUTON,2022,1648.04,118410.0,4595486.64,0.32,67.23
MUNA,2022,2057.69,221370.0,8261286.83,0.33,69.61
KONAWE,2022,6087.68,264930.0,14269547.47,0.33,72.04
KOLAKA,2022,3283.59,243040.0,31407162.56,0.31,73.98
KONAWE SELATAN,2022,4237.74,318350.0,14536501.44,0.37,69.36
BOMBANA,2022,3316.16,155510.0,7780295.81,0.37,66.81
WAKATOBI,2022,473.62,114620.0,5241897.63,0.35,70.85
KOLAKA UTARA,2022,3392.0,142770.0,10110989.96,0.38,70.39
BUTON UTARA,2022,1923.03,68090.0,3801577.64,0.35,69.0
KONAWE UTARA,2022,5101.76,70680.0,4799246.7,0.37,71.1
KOLAKA TIMUR,2022,3992.53,123980.0,5273679.65,0.3,68.73
KONAWE KEPULAUAN,2022,867.58,38310.0,1579445.65,0.35,66.69
MUNA BARAT,2022,1022.89,87590.0,3070004.01,0.32,66.21
BUTON TENGAH,2022,958.0,117630.0,2794153.98,0.36,65.29
BUTON SELATAN,2022,510.0,97950.0,3314103.26,0.29,65.44
KOTA KENDARI,2022,271.8,357650.0,26455947.2,0.39,84.51
KOTA BAUBAU,2022,295.07,163720.0,10711389.94,0.43,76.67
BOALEMO,2022,2567.36,148526.0,6111907.41,0.418,67.27
KAB GORONTALO,2022,2124.6,398801.0,14889329.4,0.418,68.28
POHUWATO,2022,4244.31,149297.0,7535989.85,0.418,66.53
BONE BOLANGO,2022,1984.31,166200.0,5278687.98,0.418,70.9
GORONTALO UTARA,2022,1777.02,128563.0,3853833.24,0.418,66.01
KOTA GORONTALO,2022,79.02,201350.0,9755747.17,0.418,78.22
MAJENE,2022,947.84,17739.0,5536729.49,0.362,67.84
POLEWALI MANDAR,2022,2022.3,490493.0,14842825.68,0.362,64.79
MAMASA,2022,3005.88,166471.0,3294422.96,0.362,67.21
MAMUJU,2022,4979.89,285616.0,13380485.7,0.362,68.88
MAMUJU UTARA / PASANGKAYU,2022,3043.75,198608.0,13185263.23,0.362,68.61
MAMUJU TENGAH,2022,3100.87,140028.0,3813778.22,0.362,66.89
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2022,4465.79,124787.0,3153219.54,0.26,63.45
MALUKU TENGGARA,2022,1031.81,124199.0,3784946.24,0.26,66.88
MALUKU TENGAH,2022,7953.81,427050.0,9985587.48,0.26,71.81
BURU,2022,4932.32,137990.0,2774403.09,0.26,69.94
KEPULAUAN ARU,2022,8152.42,103860.0,4044846.36,0.26,64.21
SERAM BAGIAN BARAT,2022,5033.38,217958.0,3499092.74,0.26,66.67
SERAM BAGIAN TIMUR,2022,6429.88,143438.0,3638142.75,0.26,65.05
MALUKU BARAT DAYA,2022,4581.06,82560.0,1899908.23,0.26,63.07
BURU SELATAN,2022,3780.56,78515.0,1627227.44,0.26,65.37
KOTA AMBON,2022,298.61,348225.0,17180416.36,0.26,81.63
KOTA TUAL,2022,254.39,93145.0,2896960.15,0.26,68.6
HALMAHERA BARAT,2022,1704.2,137541.0,2532226.19,0.246,66.2
HALMAHERA TENGAH,2022,2653.76,59096.0,21137751.14,0.286,66.49
KEPULAUAN SULA,2022,3304.32,106778.0,2866205.79,0.282,64.7
HALMAHERA SELATAN,2022,8148.9,255795.0,14301099.46,0.24,65.06
HALMAHERA UTARA,2022,3896.9,202755.0,6436717.76,0.234,68.38
HALMAHERA TIMUR,2022,6571.37,94510.0,4180712.5,0.247,67.93
PULAU MOROTAI,2022,2476.0,78270.0,1749114.6,0.266,63.8
PULAU TALIABU,2022,1469.93,59601.0,1877137.83,0.238,61.64
KOTA TERNATE,2022,111.39,206745.0,12305484.79,0.305,80.81
KOTA TIDORE KEPULAUAN,2022,1645.73,118247.0,3292906.83,0.244,71.55
FAKFAK,2022,14320.0,86283.0,5598815.08,0.33,69.12
KAIMANA,2022,16241.84,63633.0,2741693.27,0.425,66.11
TELUK WONDAMA,2022,3959.53,43746.0,1663269.57,0.386,60.87
TELUK BINTUNI,2022,20840.83,92236.0,34935197.12,0.377,65.27
MANOKWARI,2022,3186.28,197097.0,10292133.14,0.39,72.6
SORONG SELATAN,2022,6594.31,53884.0,2104565.19,0.404,63.08
SORONG,2022,6544.23,125949.0,11545124.9,0.357,66.69
RAJA AMPAT,2022,8034.44,66839.0,4066081.85,0.358,64.65
TAMBRAUW,2022,11529.18,35742.0,255920.23,0.378,54.63
MAYBRAT,2022,5461.69,43681.0,783841.62,0.354,60.49
MANOKWARI SELATAN,2022,2812.44,38648.0,887712.51,0.339,60.68
PEGUNUNGAN ARFAK,2022,2773.74,39760.0,279441.37,0.365,57.01
KOTA SORONG,2022,656.64,295809.0,16169130.24,0.314,78.98
MERAUKE,2022,44071.0,232357.0,17326133.19,0.402,71.24
JAYAWIJAYA,2022,13925.31,277923.0,9166376.36,0.386,59.6
JAYAPURA,2022,11157.15,171331.0,18214759.04,0.398,72.67
NABIRE,2022,11112.61,173043.0,12692861.49,0.346,69.91
KEPULAUAN YAPEN,2022,2050.0,116107.0,4657798.79,0.355,68.41
BIAK NUMFOR,2022,2602.0,135796.0,5885764.85,0.374,72.85
PANIAI,2022,6525.25,227254.0,4705228.7,0.251,57.14
PUNCAK JAYA,2022,5996.94,231499.0,1450208.82,0.384,49.84
MIMIKA,2022,21633.0,321657.0,110407810.4,0.297,75.08
BOVEN DIGOEL,2022,27108.0,65193.0,5073332.22,0.42,62.52
MAPPI,2022,24118.0,111141.0,3350635.71,0.403,59.61
ASMAT,2022,31983.69,113524.0,2885876.31,0.391,52.22
YAHUKIMO,2022,17152.0,361776.0,2704566.43,0.357,50.25
PEGUNUNGAN BINTANG,2022,15683.0,78466.0,2202882.19,0.252,47.21
TOLIKARA,2022,14564.0,244345.0,1834246.37,0.299,50.51
SARMI,2022,17742.0,42233.0,3304366.1,0.387,64.86
KEEROM,2022,8390.0,62777.0,3206203.9,0.407,67.24
WAROPEN,2022,10977.09,34997.0,2313603.36,0.395,65.67
SUPIORI,2022,678.32,23247.0,1139201.53,0.315,63.65
MAMBERAMO RAYA,2022,23813.91,37616.0,1976407.56,0.33,53.1
NDUGA,2022,12941.0,109630.0,1413564.28,0.271,34.1
LANNY JAYA,2022,6077.4,201461.0,2145984.03,0.265,49.62
MAMBERAMO TENGAH,2022,3743.64,51719.0,1287092.95,0.287,49.25
YALIMO,2022,4330.29,105139.0,1440286.43,0.343,49.9
PUNCAK,2022,8055.0,116279.0,1612809.92,0.252,43.87
DOGIYAI,2022,4237.4,119815.0,1445339.59,0.295,55.72
INTAN JAYA,2022,3922.02,139236.0,1362067.73,0.299,49.25
DEIYAI,2022,537.39,102168.0,1574243.63,0.15,50.42
KOTA JAYAPURA,2022,935.92,410852.0,35428724.03,0.336,80.61
