Year,Province,Regency/City,highest_restriction,start_date
2022,Sulawesi Tenggara,BUTON SELATAN,Fee,2020
2020,Sulawesi Tenggara,KOLAKA,Fee,2020
2022,Sulawesi Tenggara,KOLAKA,Fee,2020
2020,Sulawesi Tenggara,KOLAKA UTARA,Fee,2020
2022,Sulawesi Tenggara,KOLAKA UTARA,Fee,2020
2021,Sulawesi Tenggara,WAKATOBI,Fee,2020
2022,Sulawesi Tenggara,WAKATOBI,Fee,2020
2022,Sulawesi Utara,BOLAANG MONGONDOW,Fee,2020
2020,Sulawesi Utara,BOLAANG MONGONDOW SELATAN,Fee,2020
2021,Sulawesi Utara,BOLAANG MONGONDOW SELATAN,Fee,2020
2022,Sulawesi Utara,BOLAANG MONGONDOW SELATAN,Fee,2020
2022,Sulawesi Utara,BOLAANG MONGONDOW TIMUR,Fee,2020
2021,Sulawesi Utara,BOLAANG MONGONDOW UTARA,Fee,2020
2022,Sulawesi Utara,BOLAANG MONGONDOW UTARA,Fee,2020
2020,Sulawesi Utara,KEP. SIAU TAGULANDANG BIARO,Fee,2020
2022,Sulawesi Utara,KEP. SIAU TAGULANDANG BIARO,Fee,2020
2020,Sulawesi Utara,KEPULAUAN SANGIHE,Fee,2020
2021,Sulawesi Utara,KEPULAUAN SANGIHE,Fee,2020
2022,Sulawesi Utara,KEPULAUAN SANGIHE,Fee,2020
2020,Sulawesi Utara,KOTA KOTAMOBAGU,Fee,2020
2021,Sulawesi Utara,KOTA KOTAMOBAGU,Fee,2020
2022,Sulawesi Utara,KOTA KOTAMOBAGU,Fee,2020
2021,Sulawesi Utara,KOTA MANADO,Fee,2020
2022,Sulawesi Utara,KOTA MANADO,Fee,2020
2020,Sulawesi Utara,KOTA TOMOHON,Fee,2020
2021,Sulawesi Utara,KOTA TOMOHON,Fee,2020
2022,Sulawesi Utara,KOTA TOMOHON,Fee,2020
2020,Sulawesi Utara,MINAHASA,Fee,2020
2022,Sulawesi Utara,MINAHASA,Fee,2020
2020,Sulawesi Utara,MINAHASA SELATAN,Fee,2020
2021,Sulawesi Utara,MINAHASA SELATAN,Fee,2020
2022,Sulawesi Utara,MINAHASA SELATAN,Fee,2020
2020,Sulawesi Utara,MINAHASA TENGGARA,Fee,2020
2021,Sulawesi Utara,MINAHASA TENGGARA,Fee,2020
2022,Sulawesi Utara,MINAHASA TENGGARA,Fee,2020
2020,Sulawesi Utara,MINAHASA UTARA,Fee,2020
2022,Sulawesi Utara,MINAHASA UTARA,Fee,2020
2020,Sumatera Barat,AGAM,Fee,2020
2021,Sumatera Barat,AGAM,Fee,2020
2022,Sumatera Barat,AGAM,Fee,2020
2020,Sumatera Barat,DHARMASRAYA,Fee,2020
2021,Sumatera Barat,DHARMASRAYA,Fee,2020
2022,Sumatera Barat,DHARMASRAYA,Fee,2020
2020,Sumatera Barat,KOTA PADANG PANJANG,Fee,2020
2021,Sumatera Barat,KOTA PADANG PANJANG,Fee,2020
2022,Sumatera Barat,KOTA PADANG PANJANG,Fee,2020
2022,Sumatera Barat,KOTA PARIAMAN,Fee,2020
2020,Sumatera Barat,KOTA PAYAKUMBUH,Fee,2020
2021,Sumatera Barat,KOTA PAYAKUMBUH,Fee,2020
2022,Sumatera Barat,KOTA PAYAKUMBUH,Fee,2020
2020,Sumatera Barat,KOTA SAWAHLUNTO,Fee,2020
2021,Sumatera Barat,KOTA SAWAHLUNTO,Fee,2020
2022,Sumatera Barat,KOTA SAWAHLUNTO,Fee,2020
2020,Sumatera Barat,LIMA PULUH KOTA,Fee,2020
2021,Sumatera Barat,LIMA PULUH KOTA,Fee,2020
2022,Sumatera Barat,LIMA PULUH KOTA,Fee,2020
2022,Sumatera Barat,PADANG PARIAMAN,Fee,2020
2021,Sumatera Barat,PASAMAN,Fee,2020
2022,Sumatera Barat,PASAMAN,Fee,2020
2020,Sumatera Barat,PASAMAN BARAT,Fee,2020
2022,Sumatera Barat,PASAMAN BARAT,Fee,2020
2020,Sumatera Barat,PESISIR SELATAN,Fee,2020
2021,Sumatera Barat,PESISIR SELATAN,Fee,2020
2022,Sumatera Barat,PESISIR SELATAN,Fee,2020
2020,Sumatera Barat,SIJUNJUNG,Fee,2020
2022,Sumatera Barat,SIJUNJUNG,Fee,2020
2022,Sumatera Barat,SOLOK,Fee,2020
2021,Sumatera Barat,SOLOK SELATAN,Fee,2020
2022,Sumatera Barat,SOLOK SELATAN,Fee,2020
2020,Sumatera Barat,TANAH DATAR,Ban,2020
2021,Sumatera Barat,TANAH DATAR,Ban,2020
2022,Sumatera Barat,TANAH DATAR,Ban,2020
2020,Sumatera Selatan,BANYUASIN,Fee,2020
2022,Sumatera Selatan,BANYUASIN,Fee,2020
2020,Sumatera Selatan,EMPAT LAWANG,Fee,2020
2021,Sumatera Selatan,LAHAT,Fee,2020
2022,Sumatera Selatan,LAHAT,Fee,2020
2020,Sumatera Selatan,MUARA ENIM,Fee,2020
2021,Sumatera Selatan,MUARA ENIM,Fee,2020
2022,Sumatera Selatan,MUARA ENIM,Fee,2020
2022,Sumatera Selatan,MUSI BANYUASIN,Fee,2020
2020,Sumatera Selatan,MUSI RAWAS,Fee,2020
2022,Sumatera Selatan,MUSI RAWAS,Fee,2020
2020,Sumatera Selatan,OGAN ILIR,Fee,2020
2020,Sumatera Selatan,OGAN KOMERING ULU,Fee,2020
2022,Sumatera Selatan,OGAN KOMERING ULU,Fee,2020
2020,Sumatera Selatan,OGAN KOMERING ULU TIMUR,Fee,2020
2021,Sumatera Selatan,OGAN KOMERING ULU TIMUR,Fee,2020
2022,Sumatera Selatan,OGAN KOMERING ULU TIMUR,Fee,2020
2022,Sumatera Selatan,PENUKAL ABAB LEMATANG ILIR,Fee,2020
2020,Sumatera Utara,ASAHAN,Fee,2020
2021,Sumatera Utara,ASAHAN,Fee,2020
2022,Sumatera Utara,ASAHAN,Fee,2020
2020,Sumatera Utara,DAIRI,Fee,2020
2020,Sumatera Utara,DELI SERDANG,Fee,2020
2021,Sumatera Utara,DELI SERDANG,Fee,2020
2022,Sumatera Utara,DELI SERDANG,Fee,2020
2020,Sumatera Utara,HUMBANG HASUNDUTAN,Fee,2020
2022,Sumatera Utara,HUMBANG HASUNDUTAN,Fee,2020
2021,Sumatera Utara,KARO,Fee,2020
2022,Sumatera Utara,KOTA PADANGSIDIMPUAN,Fee,2020
2021,Sumatera Utara,KOTA PEMATANG SIANTAR,Fee,2020
2022,Sumatera Utara,KOTA PEMATANG SIANTAR,Fee,2020
2020,Sumatera Utara,KOTA SIBOLGA,Fee,2020
2020,Sumatera Utara,LANGKAT,Fee,2020
2021,Sumatera Utara,LANGKAT,Fee,2020
2022,Sumatera Utara,LANGKAT,Fee,2020
2022,Sumatera Utara,NIAS,Fee,2020
2020,Sumatera Utara,SAMOSIR,Fee,2020
2021,Sumatera Utara,SIMALUNGUN,Fee,2020
2022,Sumatera Utara,SIMALUNGUN,Fee,2020
2021,Sumatera Utara,TAPANULI TENGAH,Fee,2020
2022,Sumatera Utara,TAPANULI TENGAH,Fee,2020
2021,Sumatera Utara,TAPANULI UTARA,Fee,2020
2021,Sumatera Utara,TOBA,Fee,2020
2022,Sumatera Utara,TOBA,Fee,2020
2019,Bali,BANGLI,Ban,2019
2020,Bali,BANGLI,Ban,2019
2021,Bali,BANGLI,Ban,2019
2022,Bali,BANGLI,Ban,2019
2019,Bali,BULELENG,Ban,2019
2020,Bali,BULELENG,Ban,2019
2021,Bali,BULELENG,Ban,2019
2022,Bali,BULELENG,Ban,2019
2019,Bali,GIANYAR,Ban,2019
2020,Bali,GIANYAR,Ban,2019
2021,Bali,GIANYAR,Ban,2019
2022,Bali,GIANYAR,Ban,2019
2019,Bali,JEMBRANA,Ban,2019
2020,Bali,JEMBRANA,Ban,2019
2021,Bali,JEMBRANA,Ban,2019
2022,Bali,JEMBRANA,Ban,2019
2019,Bali,KARANGASEM,Ban,2019
2020,Bali,KARANGASEM,Ban,2019
2022,Bali,KARANGASEM,Ban,2019
2022,Bali,KLUNGKUNG,Ban,2019
2019,Bali,KOTA DENPASAR,Ban,2019
2020,Bali,KOTA DENPASAR,Ban,2019
2021,Bali,KOTA DENPASAR,Ban,2019
2022,Bali,KOTA DENPASAR,Ban,2019
2020,Bali,TABANAN,Ban,2019
2021,Bali,TABANAN,Ban,2019
2019,Banten,KOTA TANGERANG,Ban,2019
2022,Banten,KOTA TANGERANG,Ban,2019
2019,D.I. Yogyakarta,BANTUL,Ban,2019
2020,D.I. Yogyakarta,BANTUL,Ban,2019
2019,D.I. Yogyakarta,GUNUNGKIDUL,Ban,2019
2020,D.I. Yogyakarta,GUNUNGKIDUL,Ban,2019
2022,D.I. Yogyakarta,GUNUNGKIDUL,Ban,2019
2019,D.I. Yogyakarta,KOTA YOGYAKARTA,Ban,2019
2020,D.I. Yogyakarta,KOTA YOGYAKARTA,Ban,2019
2021,D.I. Yogyakarta,KOTA YOGYAKARTA,Ban,2019
2022,D.I. Yogyakarta,KOTA YOGYAKARTA,Ban,2019
2019,D.I. Yogyakarta,KULON PROGO,Ban,2019
2020,D.I. Yogyakarta,KULON PROGO,Ban,2019
2021,D.I. Yogyakarta,KULON PROGO,Ban,2019
2022,D.I. Yogyakarta,KULON PROGO,Ban,2019
2019,D.I. Yogyakarta,SLEMAN,Ban,2019
2020,D.I. Yogyakarta,SLEMAN,Ban,2019
2021,D.I. Yogyakarta,SLEMAN,Ban,2019
2019,Jawa Barat,BEKASI,Ban,2019
2020,Jawa Barat,BEKASI,Ban,2019
2022,Jawa Barat,BEKASI,Ban,2019
2019,Jawa Barat,CIAMIS,Ban,2019
2020,Jawa Barat,CIAMIS,Ban,2019
2021,Jawa Barat,CIAMIS,Ban,2019
2022,Jawa Barat,CIAMIS,Ban,2019
2020,Jawa Barat,KOTA BANDUNG,Ban,2019
2021,Jawa Barat,KOTA BANDUNG,Ban,2019
2022,Jawa Barat,KOTA BANDUNG,Ban,2019
2019,Jawa Barat,KOTA CIMAHI,Ban,2019
2020,Jawa Barat,KOTA CIMAHI,Ban,2019
2021,Jawa Barat,KOTA CIMAHI,Ban,2019
2022,Jawa Barat,KOTA CIMAHI,Ban,2019
2019,Jawa Barat,KOTA DEPOK,Ban,2019
2020,Jawa Barat,KOTA DEPOK,Ban,2019
2021,Jawa Barat,KOTA DEPOK,Ban,2019
2019,Jawa Barat,KOTA SUKABUMI,Ban,2019
2020,Jawa Barat,KOTA SUKABUMI,Ban,2019
2021,Jawa Barat,KOTA SUKABUMI,Ban,2019
2022,Jawa Barat,KOTA SUKABUMI,Ban,2019
2019,Jawa Barat,SUKABUMI,Ban,2019
2021,Jawa Tengah,BANYUMAS,Ban,2019
2022,Jawa Tengah,BANYUMAS,Ban,2019
2019,Jawa Tengah,KOTA SEMARANG,Ban,2019
2020,Jawa Tengah,KOTA SEMARANG,Ban,2019
2021,Jawa Tengah,KOTA SEMARANG,Ban,2019
2022,Jawa Tengah,KOTA SEMARANG,Ban,2019
2019,Jawa Tengah,PATI,Ban,2019
2020,Jawa Tengah,PATI,Ban,2019
2021,Jawa Tengah,PATI,Ban,2019
2019,Jawa Timur,BLITAR,Ban,2019
2020,Jawa Timur,BLITAR,Ban,2019
2021,Jawa Timur,BLITAR,Ban,2019
2019,Jawa Timur,KOTA BATU,Ban,2019
2021,Jawa Timur,KOTA BATU,Ban,2019
2022,Jawa Timur,KOTA BATU,Ban,2019
2019,Jawa Timur,KOTA MALANG,Ban,2019
2020,Jawa Timur,KOTA MALANG,Ban,2019
2021,Jawa Timur,KOTA MALANG,Ban,2019
2022,Jawa Timur,KOTA MALANG,Ban,2019
2019,Jawa Timur,KOTA PROBOLINGGO,Ban,2019
2020,Jawa Timur,KOTA PROBOLINGGO,Ban,2019
2021,Jawa Timur,KOTA PROBOLINGGO,Ban,2019
2022,Jawa Timur,KOTA PROBOLINGGO,Ban,2019
2019,Jawa Timur,KOTA SURABAYA,Ban,2019
2020,Jawa Timur,KOTA SURABAYA,Ban,2019
2021,Jawa Timur,KOTA SURABAYA,Ban,2019
2022,Jawa Timur,KOTA SURABAYA,Ban,2019
2019,Jawa Timur,LUMAJANG,Ban,2019
2020,Jawa Timur,LUMAJANG,Ban,2019
2021,Jawa Timur,LUMAJANG,Ban,2019
2022,Jawa Timur,LUMAJANG,Ban,2019
2019,Jawa Timur,PAMEKASAN,Ban,2019
2020,Jawa Timur,PAMEKASAN,Ban,2019
2021,Jawa Timur,PAMEKASAN,Ban,2019
2022,Jawa Timur,PAMEKASAN,Ban,2019
2019,Jawa Timur,SITUBONDO,Ban,2019
2020,Jawa Timur,SITUBONDO,Ban,2019
2021,Jawa Timur,SITUBONDO,Ban,2019
2022,Jawa Timur,SITUBONDO,Ban,2019
2019,Jawa Timur,TULUNGAGUNG,Ban,2019
2022,Jawa Timur,TULUNGAGUNG,Ban,2019
2019,Kalimantan Barat,KOTA PONTIANAK,Ban,2019
2020,Kalimantan Barat,KOTA PONTIANAK,Ban,2019
2021,Kalimantan Barat,KOTA PONTIANAK,Ban,2019
2022,Kalimantan Barat,KOTA PONTIANAK,Ban,2019
2019,Kalimantan Selatan,HULU SUNGAI UTARA,Ban,2019
2020,Kalimantan Selatan,HULU SUNGAI UTARA,Ban,2019
2021,Kalimantan Selatan,HULU SUNGAI UTARA,Ban,2019
2019,Kalimantan Selatan,TANAH BUMBU,Ban,2019
2021,Kalimantan Selatan,TANAH BUMBU,Ban,2019
2022,Kalimantan Selatan,TANAH BUMBU,Ban,2019
2019,Kalimantan Selatan,TAPIN,Ban,2019
2020,Kalimantan Selatan,TAPIN,Ban,2019
2021,Kalimantan Selatan,TAPIN,Ban,2019
2022,Kalimantan Selatan,TAPIN,Ban,2019
2019,Kalimantan Timur,BERAU,Ban,2019
2022,Kalimantan Timur,BERAU,Ban,2019
2019,Kalimantan Timur,KOTA SAMARINDA,Ban,2019
2020,Kalimantan Timur,KOTA SAMARINDA,Ban,2019
2021,Kalimantan Timur,KOTA SAMARINDA,Ban,2019
2022,Kalimantan Timur,KOTA SAMARINDA,Ban,2019
2019,Kalimantan Utara,KOTA TARAKAN,Ban,2019
2020,Kalimantan Utara,KOTA TARAKAN,Ban,2019
2019,Kalimantan Utara,NUNUKAN,Ban,2019
2020,Kalimantan Utara,NUNUKAN,Ban,2019
2021,Kalimantan Utara,NUNUKAN,Ban,2019
2022,Kalimantan Utara,NUNUKAN,Ban,2019
2019,Maluku,KOTA AMBON,Ban,2019
2020,Maluku,KOTA AMBON,Ban,2019
2019,Papua,BIAK NUMFOR,Ban,2019
2020,Papua,BIAK NUMFOR,Ban,2019
2021,Papua,BIAK NUMFOR,Ban,2019
2022,Papua,BIAK NUMFOR,Ban,2019
2022,Riau,BENGKALIS,Ban,2019
2020,Riau,INDRAGIRI HILIR,Ban,2019
2021,Riau,INDRAGIRI HILIR,Ban,2019
2022,Riau,INDRAGIRI HULU,Ban,2019
2019,Riau,KAMPAR,Ban,2019
2020,Riau,KAMPAR,Ban,2019
2020,Riau,KOTA DUMAI,Ban,2019
2021,Riau,KOTA DUMAI,Ban,2019
2022,Riau,KOTA DUMAI,Ban,2019
2019,Riau,KOTA PEKANBARU,Ban,2019
2020,Riau,KOTA PEKANBARU,Ban,2019
2021,Riau,KOTA PEKANBARU,Ban,2019
2022,Riau,KOTA PEKANBARU,Ban,2019
2020,Riau,KUANTAN SINGINGI,Ban,2019
2022,Riau,KUANTAN SINGINGI,Ban,2019
2019,Riau,PELALAWAN,Ban,2019
2020,Riau,PELALAWAN,Ban,2019
2019,Riau,ROKAN HILIR,Ban,2019
2022,Riau,ROKAN HULU,Ban,2019
2019,Riau,SIAK,Ban,2019
2020,Riau,SIAK,Ban,2019
2021,Riau,SIAK,Ban,2019
2022,Riau,SIAK,Ban,2019
2019,Sulawesi Barat,POLEWALI MANDAR,Ban,2019
2020,Sulawesi Barat,POLEWALI MANDAR,Ban,2019
2020,Sulawesi Selatan,KOTA MAKASSAR,Ban,2019
2021,Sulawesi Selatan,KOTA MAKASSAR,Ban,2019
2019,Sulawesi Selatan,SIDENRENG RAPPANG,Ban,2019
2020,Sulawesi Selatan,SIDENRENG RAPPANG,Ban,2019
2021,Sulawesi Selatan,SIDENRENG RAPPANG,Ban,2019
2022,Sulawesi Selatan,SIDENRENG RAPPANG,Ban,2019
2019,Sulawesi Selatan,WAJO,Ban,2019
2020,Sulawesi Selatan,WAJO,Ban,2019
2021,Sulawesi Selatan,WAJO,Ban,2019
2022,Sulawesi Selatan,WAJO,Ban,2019
2019,Sulawesi Tengah,PARIGI MOUTONG,Ban,2019
2020,Sulawesi Tengah,PARIGI MOUTONG,Ban,2019
2021,Sulawesi Tengah,PARIGI MOUTONG,Ban,2019
2022,Sulawesi Tengah,PARIGI MOUTONG,Ban,2019
2021,Sulawesi Tenggara,KOTA KENDARI,Ban,2019
2022,Sulawesi Tenggara,KOTA KENDARI,Ban,2019
2019,Sumatera Barat,KOTA SOLOK,Ban,2019
2020,Sumatera Barat,KOTA SOLOK,Ban,2019
2021,Sumatera Barat,KOTA SOLOK,Ban,2019
2022,Sumatera Barat,KOTA SOLOK,Ban,2019
2019,Sumatera Selatan,KOTA PALEMBANG,Ban,2019
2020,Sumatera Selatan,KOTA PALEMBANG,Ban,2019
2021,Sumatera Selatan,KOTA PALEMBANG,Ban,2019
2022,Sumatera Selatan,KOTA PALEMBANG,Ban,2019
2019,Sumatera Selatan,KOTA PRABUMULIH,Ban,2019
2020,Sumatera Selatan,KOTA PRABUMULIH,Ban,2019
2021,Sumatera Selatan,KOTA PRABUMULIH,Ban,2019
2022,Sumatera Selatan,KOTA PRABUMULIH,Ban,2019
2019,Sumatera Selatan,MUSI BANYUASIN,Ban,2019
2020,Sumatera Selatan,MUSI BANYUASIN,Ban,2019
2021,Sumatera Selatan,MUSI BANYUASIN,Ban,2019
2019,Sumatera Utara,KOTA MEDAN,Ban,2019
2020,Sumatera Utara,KOTA MEDAN,Ban,2019
2021,Sumatera Utara,KOTA MEDAN,Ban,2019
2022,Sumatera Utara,KOTA MEDAN,Ban,2019
2019,Bali,BADUNG,Ban,2018
2020,Bali,BADUNG,Ban,2018
2021,Bali,BADUNG,Ban,2018
2022,Bali,BADUNG,Ban,2018
2019,Jambi,KOTA JAMBI,Ban,2018
2021,Jambi,KOTA JAMBI,Ban,2018
2022,Jambi,KOTA JAMBI,Ban,2018
2021,Jawa Barat,KOTA BEKASI,Ban,2018
2022,Jawa Barat,KOTA BEKASI,Ban,2018
2019,Jawa Barat,KOTA BOGOR,Ban,2018
2020,Jawa Barat,KOTA BOGOR,Ban,2018
2021,Jawa Barat,KOTA BOGOR,Ban,2018
2022,Jawa Barat,KOTA BOGOR,Ban,2018
2019,Kalimantan Selatan,BARITO KUALA,Ban,2018
2020,Kalimantan Selatan,BARITO KUALA,Ban,2018
2021,Kalimantan Selatan,BARITO KUALA,Ban,2018
2022,Kalimantan Selatan,BARITO KUALA,Ban,2018
2020,Kalimantan Selatan,TABALONG,Ban,2018
2021,Kalimantan Selatan,TABALONG,Ban,2018
2022,Kalimantan Selatan,TABALONG,Ban,2018
2019,Kalimantan Selatan,TANAH LAUT,Ban,2018
2021,Kalimantan Selatan,TANAH LAUT,Ban,2018
2022,Kalimantan Selatan,TANAH LAUT,Ban,2018
2019,Kalimantan Timur,KOTA BALIKPAPAN,Ban,2018
2020,Kalimantan Timur,KOTA BALIKPAPAN,Ban,2018
2021,Kalimantan Timur,KOTA BALIKPAPAN,Ban,2018
2022,Kalimantan Timur,KOTA BALIKPAPAN,Ban,2018
2019,Kalimantan Timur,KOTA BONTANG,Ban,2018
2020,Kalimantan Timur,KOTA BONTANG,Ban,2018
2021,Kalimantan Timur,KOTA BONTANG,Ban,2018
2022,Kalimantan Timur,KOTA BONTANG,Ban,2018
2022,Sulawesi Tenggara,KOTA BAU BAU,Ban,2018
2019,Sulawesi Utara,KOTA BITUNG,Ban,2018
2020,Sulawesi Utara,KOTA BITUNG,Ban,2018
2021,Sulawesi Utara,KOTA BITUNG,Ban,2018
2022,Sulawesi Utara,KOTA BITUNG,Ban,2018
2019,Sumatera Barat,KOTA BUKITTINGGI,Ban,2018
2020,Sumatera Barat,KOTA BUKITTINGGI,Ban,2018
2022,Sumatera Barat,KOTA BUKITTINGGI,Ban,2018
2019,Sumatera Barat,KOTA PADANG,Ban,2018
2020,Sumatera Barat,KOTA PADANG,Ban,2018
2021,Sumatera Barat,KOTA PADANG,Ban,2018
2022,Sumatera Barat,KOTA PADANG,Ban,2018
2019,Sumatera Utara,KOTA TEBING TINGGI,Ban,2018
2020,Sumatera Utara,KOTA TEBING TINGGI,Ban,2018
2021,Sumatera Utara,KOTA TEBING TINGGI,Ban,2018
2022,Sumatera Utara,KOTA TEBING TINGGI,Ban,2018
2021,Kalimantan Selatan,BANJAR,Ban,2016
2022,Kalimantan Selatan,BANJAR,Ban,2016
2019,Kalimantan Selatan,KOTA BANJARBARU,Ban,2016
2020,Kalimantan Selatan,KOTA BANJARBARU,Ban,2016
2021,Kalimantan Selatan,KOTA BANJARBARU,Ban,2016
2022,Kalimantan Selatan,KOTA BANJARBARU,Ban,2016
2019,Kalimantan Selatan,KOTA BANJARMASIN,Ban,2016
2020,Kalimantan Selatan,KOTA BANJARMASIN,Ban,2016
2021,Kalimantan Selatan,KOTA BANJARMASIN,Ban,2016
